trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
701393918,06:27:00,06:27:00,5493,1,,0,0,0.0,1
701393918,06:27:41,06:27:41,5502,27,,0,0,1492.4,0
701393918,06:28:02,06:28:02,5486,34,,0,0,2236.3,0
701393918,06:29:03,06:29:03,5487,56,,0,0,4434.7,0
701393918,06:29:40,06:29:40,75144,62,,0,0,5774.5,0
701393918,06:30:04,06:30:04,75143,66,,0,0,6626.0,0
701393918,06:30:30,06:30:30,75142,70,,0,0,7575.8,0
701393918,06:31:06,06:31:06,75510,80,,0,0,8862.4,0
701393918,06:31:29,06:31:29,75520,85,,0,0,9668.7,0
701393918,06:31:51,06:31:51,75530,94,,0,0,10484.1,0
701393918,06:32:08,06:32:08,75540,98,,0,0,11103.0,0
701393918,06:32:50,06:32:50,75549,117,,0,0,12587.7,0
701393918,06:33:00,06:33:00,70702,120,,0,0,12963.9,1
701393918,06:33:34,06:33:34,70704,124,,0,0,13752.2,0
701393918,06:34:20,06:34:20,70706,129,,0,0,14807.6,0
701393918,06:35:25,06:35:25,70710,135,,0,0,16328.2,0
701393918,06:36:15,06:36:15,70714,141,,0,0,17487.1,0
701393918,06:36:45,06:36:45,70716,146,,0,0,18167.1,0
701393918,06:37:08,06:37:08,70718,148,,0,0,18698.2,0
701393918,06:37:47,06:37:47,70720,152,,0,0,19620.4,0
701393918,06:39:00,06:39:00,16103,166,,0,0,21304.2,1
701393918,06:39:50,06:39:50,89990,176,,0,0,22400.5,0
701393918,06:40:15,06:40:15,77390,182,,0,0,22950.2,0
701393918,06:41:05,06:41:05,77392,186,,0,0,24058.4,0
701393918,06:43:24,06:43:24,85810,214,,0,0,27114.0,0
701393918,06:46:16,06:46:16,81981,257,,0,0,30925.5,0
701393918,06:48:00,06:48:00,85254,296,Kenmore P&R,0,0,33210.3,1
701393918,06:49:31,06:49:31,82434,324,Kenmore P&R,0,0,35609.6,0
701393918,06:50:12,06:50:12,82432,328,Kenmore P&R,0,0,36691.5,0
701393918,06:51:01,06:51:01,82433,335,Kenmore P&R,0,0,37990.5,0
701393918,06:51:53,06:51:53,82772,341,Kenmore P&R,0,0,39382.2,0
701393918,06:52:25,06:52:25,82775,343,Kenmore P&R,0,0,40227.7,0
701393918,06:53:18,06:53:18,82776,347,Kenmore P&R,0,0,41630.6,0
701393918,06:54:04,06:54:04,82778,350,Kenmore P&R,0,0,42848.9,0
701393918,06:55:25,06:55:25,82777,359,Kenmore P&R,0,0,44981.1,0
701393918,06:56:17,06:56:17,82104,378,Kenmore P&R,0,0,46369.6,0
701393918,06:56:45,06:56:45,82105,382,Kenmore P&R,0,0,47094.5,0
701393918,06:57:19,06:57:19,82106,392,Kenmore P&R,0,0,48013.4,0
701393918,06:58:40,06:58:40,82107,400,Kenmore P&R,0,0,50150.8,0
701393918,06:59:00,06:59:00,76830,404,Kenmore P&R,0,0,50678.3,1
701393918,07:01:50,07:01:50,76840,448,Kenmore P&R,0,0,54795.8,0
701393918,07:04:03,07:04:03,76870,465,Kenmore P&R,0,0,58022.3,0
701393918,07:05:29,07:05:29,76376,473,Kenmore P&R,0,0,60100.9,0
701393918,07:06:00,07:06:00,76374,482,Kenmore P&R,0,0,60849.0,1
701406318,07:29:00,07:29:00,76372,1,,0,0,0.0,1
701406318,07:29:59,07:29:59,76390,9,,0,0,1917.0,0
701406318,07:31:45,07:31:45,76420,26,,0,0,5388.0,0
701406318,07:34:00,07:34:00,82280,80,,0,0,9812.9,1
701406318,07:35:24,07:35:24,82300,88,,0,0,11797.3,0
701406318,07:36:07,07:36:07,82310,98,,0,0,12822.2,0
