stop_id,holiday_adjusted,other,weekday_only
70672,163,61,0
70676,212,88,0
70677,212,88,0
70679,212,88,0
70681,83,31,0
70691,3,1,0
70694,5,1,0
70700,71,37,0
70702,74,32,0
70704,74,32,0
70706,74,32,0
70710,74,32,0
70714,74,32,0
70716,74,32,0
70718,74,32,0
70720,74,32,0
70782,31,16,0
70802,83,31,0
70803,89,26,0
70805,86,25,0
70806,83,31,0
70807,157,58,0
70812,85,33,0
70813,163,58,0
70814,85,33,0
70815,14,0,0
70817,14,0,0
70820,88,32,0
70823,168,57,0
70825,74,32,0
70826,82,32,0
70828,82,32,0
70832,82,32,0
70835,82,32,0
70837,82,32,0
70841,86,25,0
70843,89,26,0
70850,33,16,0
71133,74,32,0
71139,74,32,0
71140,33,17,0
71141,74,32,0
71150,33,17,0
71160,33,17,0
71170,33,17,0
71180,33,17,0
71190,33,17,0
71210,33,17,0
71220,33,17,0
71230,33,17,0
71240,33,17,0
71250,33,17,0
71260,33,17,0
71270,31,16,0
71280,31,16,0
71290,31,16,0
71300,82,40,0
71310,82,40,0
71320,31,16,0
71322,31,16,0
71323,102,43,26
71325,212,84,0
71326,89,43,26
71327,58,15,26
71328,115,32,26
71329,213,84,26
71331,78,42,0
71335,188,58,0
71336,191,59,0
71341,176,58,0
71345,139,61,0
71347,1,0,0
71348,328,116,0
71353,203,59,26
71355,327,115,0
71356,327,115,0
71359,328,116,0
71370,33,16,0
71380,33,16,0
71390,33,16,0
71400,33,16,0
71410,34,16,0
71420,34,16,0
71430,34,16,0
71440,34,16,0
71450,34,16,0
71460,34,16,0
71470,34,16,0
71480,34,16,0
71490,34,16,0
71500,34,16,0
71510,34,16,0
71520,34,16,0
71658,45,27,0
71660,45,27,0
71661,45,27,0
71675,45,26,0
71678,45,26,0
71680,45,26,0
71828,163,67,0
71830,83,34,0
71850,83,34,0
71864,83,34,0
71866,51,24,0
71868,80,33,0
71870,83,34,0
71876,83,34,0
71880,93,34,0
71890,93,34,0
71910,93,34,0
71951,110,32,0
71954,110,31,0
71960,160,82,0
71961,343,142,0
71970,143,60,0
71971,143,60,0
71981,45,26,0
71985,45,26,0
71990,45,26,0
72005,45,26,0
72015,114,47,0
72030,114,47,0
72040,114,47,0
72050,114,47,0
72060,83,32,0
72080,82,32,0
72100,82,32,0
72120,82,32,0
72134,82,32,0
72140,82,32,0
72155,132,57,0
72156,133,57,0
72161,214,89,0
72163,214,89,0
72164,214,89,0
72180,100,33,0
72190,100,33,0
72200,100,33,0
72230,98,34,0
72232,98,34,0
72250,98,34,0
72290,83,31,0
72291,24,0,0
72294,83,31,0
72299,78,24,0
72303,39,12,0
72304,26,0,26
72305,134,31,26
72306,136,32,0
72307,149,67,26
72308,39,12,0
72309,93,34,0
72310,83,31,0
72311,82,32,0
72312,83,31,0
72319,39,12,0
72324,26,0,26
72326,26,0,26
72329,5,0,0
72330,83,31,0
72348,83,31,0
72371,114,45,0
72380,114,45,0
72391,114,45,0
72400,114,45,0
72410,114,45,0
72420,45,27,0
72435,45,27,0
72442,45,27,0
72444,45,27,0
72446,45,27,0
72452,145,60,0
72456,176,58,0
72458,177,59,0
72476,157,70,0
72477,108,34,0
72478,155,69,0
72479,148,45,0
72487,110,31,0
72488,110,32,0
72492,24,0,0
72494,26,0,26
72520,89,33,0
72521,10,0,0
72522,9,0,0
72523,10,0,0
72524,9,0,0
72525,10,0,0
72526,9,0,0
72527,10,0,0
72528,9,0,0
72529,10,0,0
72530,9,0,0
72531,10,0,0
72532,9,0,0
72533,10,0,0
72534,9,0,0
72540,89,33,0
72545,9,0,0
72546,10,0,0
72550,89,33,0
72552,80,33,0
72560,80,33,0
72580,80,33,0
72869,65,25,0
72871,66,26,0
72872,14,0,0
72873,14,0,0
72874,14,0,0
72875,14,0,0
72876,14,0,0
72877,14,0,0
72878,14,0,0
72879,14,0,0
72880,264,108,0
72881,14,0,0
72882,14,0,0
72884,14,0,0
72885,14,0,0
72886,14,0,0
72887,14,0,0
72888,14,0,0
72889,14,0,0
72932,87,25,0
72940,87,25,0
72950,87,25,0
72960,87,25,0
72970,87,25,0
72980,87,25,0
72983,180,0,0
72984,175,0,0
73010,89,26,0
73020,89,26,0
73030,89,26,0
73040,89,26,0
73042,89,26,0
73043,87,25,0
73044,89,26,0
73047,98,34,0
73048,89,26,0
73049,103,26,0
73051,98,34,0
73054,100,33,0
73055,151,57,0
73056,100,33,0
73059,60,16,26
73077,34,16,0
73079,60,16,26
73080,268,107,0
73089,33,17,0
73092,33,17,0
73095,98,34,0
73100,98,34,0
73106,98,34,0
73108,157,70,0
73110,157,70,0
73112,98,34,0
73130,316,141,0
73152,159,71,0
73167,109,31,26
73168,83,31,0
73188,82,32,0
73227,235,96,0
73240,257,110,0
73243,257,110,0
73246,100,40,0
73248,45,26,0
73250,45,26,0
73282,31,16,0
73284,31,16,0
73286,31,16,0
73300,33,16,0
73310,33,16,0
73340,45,27,0
73342,258,111,26
73350,314,143,0
73351,159,71,0
73352,159,74,0
73366,258,111,26
73368,159,74,0
73380,159,74,0
73391,155,69,0
73407,212,84,0
73410,155,69,0
73412,155,69,0
73418,100,33,0
73419,106,32,0
73420,100,33,0
73425,100,33,0
73430,145,60,0
73527,47,28,0
73528,47,28,0
73539,47,28,0
73541,47,28,0
73560,47,28,0
73570,47,28,0
73590,47,28,0
73600,47,28,0
73620,47,28,0
73625,47,28,0
73637,108,34,0
73638,148,45,0
73757,371,140,0
73758,215,70,0
73812,62,28,0
73813,62,28,0
73814,293,118,0
73816,227,91,0
73818,297,127,0
73840,166,65,0
73845,100,33,0
73847,100,33,0
73848,216,71,0
73852,100,33,0
73853,157,70,0
73854,39,12,0
73867,39,12,0
73868,39,12,0
73872,155,69,0
73922,33,15,0
73923,32,15,0
73924,31,14,0
73925,32,15,0
73926,32,15,0
73945,100,33,0
73950,98,34,0
73951,98,34,0
73952,98,34,0
73953,164,66,0
73960,47,28,0
73970,47,28,0
73990,47,28,0
73991,39,12,0
73992,39,12,0
74000,47,28,0
74001,39,12,0
74002,39,12,0
74003,39,12,0
74004,39,12,0
74009,39,12,0
74011,39,12,0
74012,39,12,0
74013,39,12,0
74014,39,12,0
74016,39,12,0
74017,39,12,0
74019,39,12,0
74020,47,28,0
74027,155,69,0
74030,47,28,0
74032,47,28,0
74033,47,28,0
74034,47,28,0
74035,47,28,0
74037,47,28,0
74039,47,28,0
74041,47,28,0
74044,39,12,0
74071,129,57,0
74072,129,57,0
74073,129,57,0
74074,39,12,0
74075,129,57,0
74076,39,12,0
74077,132,57,0
74078,132,57,0
74079,132,57,0
74081,132,57,0
74101,39,12,0
74102,39,12,0
74103,39,12,0
74104,39,12,0
74142,47,28,0
74144,47,28,0
74146,47,28,0
74147,47,28,0
74151,47,28,0
74152,47,28,0
74154,47,28,0
74161,66,32,0
74180,66,32,0
74190,66,32,0
74202,66,32,0
74220,105,44,0
74225,207,83,0
74226,300,130,0
74230,132,57,0
74232,266,115,0
74233,31,14,0
74234,138,59,0
74268,66,32,0
74270,66,32,0
74318,63,28,0
74320,63,28,0
74321,66,32,0
74322,66,32,0
74324,66,32,0
74326,66,32,0
74327,66,32,0
74328,66,32,0
74331,66,32,0
74332,63,28,0
74340,63,28,0
74342,66,32,0
74344,66,32,0
74346,66,32,0
74347,66,32,0
74348,66,32,0
74352,66,32,0
74354,66,32,0
74370,63,28,0
74380,63,28,0
74390,63,28,0
74395,130,57,0
74396,129,57,0
74400,129,57,0
74410,129,57,0
74420,129,57,0
74430,129,57,0
74437,131,49,0
74440,129,57,0
74441,129,57,0
74442,129,57,0
74446,131,49,0
74447,131,50,0
74448,131,50,0
74449,33,16,0
74450,526,213,0
74451,131,49,0
74452,33,16,0
74453,131,49,0
74454,33,16,0
74455,131,50,0
74460,129,57,0
74463,1,0,0
74472,33,16,0
74474,33,16,0
74476,33,16,0
74482,45,27,0
74525,51,24,0
74530,132,57,0
74533,132,57,0
74540,132,57,0
74542,31,16,0
74544,31,16,0
74550,132,57,0
74560,132,57,0
74570,132,57,0
74575,148,64,0
74580,63,29,0
74590,63,29,0
74600,63,29,0
74610,63,29,0
74630,63,29,0
74640,63,29,0
74650,63,29,0
74714,98,47,0
74721,151,53,0
74722,39,12,0
74723,39,12,0
74724,39,12,0
74729,97,46,0
74731,202,84,0
74733,97,46,0
74734,130,57,0
74735,76,27,0
74741,98,47,0
74743,98,47,0
74754,39,12,0
74756,39,12,0
74758,39,12,0
74760,105,44,0
74762,66,32,0
74766,66,32,0
74768,66,32,0
74772,66,32,0
74785,71,37,0
74850,71,37,0
74870,71,37,0
74871,70,38,0
74880,71,37,0
74885,63,0,0
74886,32,0,0
74954,74,33,0
74956,74,33,0
74960,74,33,0
74980,106,33,0
74990,106,33,0
75000,71,37,0
75005,71,37,0
75007,177,70,0
75020,74,33,0
75030,74,33,0
75050,74,33,0
75060,74,33,0
75110,235,111,0
75120,235,111,0
75135,128,64,0
75136,128,64,0
75137,128,64,0
75139,202,97,0
75140,235,111,0
75141,74,33,0
75142,74,32,0
75143,202,96,0
75144,202,96,0
75145,202,97,0
75160,128,64,0
75170,128,64,0
75180,128,64,0
75190,128,64,0
75200,128,64,0
75210,128,64,0
75304,11,0,0
75340,128,64,0
75350,128,64,0
75360,128,64,0
75370,128,64,0
75380,128,64,0
75390,128,64,0
75400,128,64,0
75402,425,193,0
75403,425,193,0
75404,425,193,0
75405,425,193,0
75406,425,193,0
75407,185,78,0
75408,243,102,0
75409,239,103,0
75410,284,130,0
75414,284,130,0
75415,284,130,0
75417,284,130,0
75418,284,130,0
75430,234,109,0
75450,234,109,0
75460,234,109,0
75510,74,32,0
75520,74,32,0
75530,74,32,0
75540,74,32,0
75549,175,70,0
75565,101,38,0
75570,70,38,0
75580,70,38,0
75585,101,38,0
75592,70,38,0
75594,70,38,0
75670,70,38,0
75700,243,102,0
75730,243,102,0
75732,103,37,0
75734,103,37,0
75740,243,102,0
75750,243,102,0
75751,128,64,0
75754,128,64,0
75756,134,64,0
75760,243,102,0
75770,243,102,0
75780,243,102,0
75788,75,32,0
75789,74,31,0
75790,243,102,0
75800,243,102,0
75810,243,102,0
75820,239,103,0
75830,239,103,0
75840,239,103,0
75850,239,103,0
75860,239,103,0
75870,239,103,0
75881,239,103,0
75884,128,64,0
75886,128,64,0
75890,239,103,0
75901,239,103,0
75902,101,38,0
75906,101,38,0
75909,101,38,0
75910,239,103,0
75932,239,103,0
75949,31,14,0
75972,21,8,0
75975,21,8,0
75982,10,0,0
75983,9,0,0
75992,119,56,0
75993,31,14,0
75995,113,54,0
75997,5,0,0
75999,31,14,0
76000,5,0,0
76002,5,0,0
76009,31,14,0
76010,31,14,0
76014,82,40,0
76021,66,32,0
76023,66,32,0
76024,66,32,0
76030,66,32,0
76035,31,14,0
76036,30,14,0
76044,66,32,0
76045,66,32,0
76058,66,32,0
76060,66,32,0
76081,30,14,0
76082,30,14,0
76083,30,14,0
76084,30,14,0
76085,31,14,0
76086,31,14,0
76087,30,14,0
76214,31,14,0
76215,30,14,0
76216,30,14,0
76218,31,14,0
76220,30,14,0
76222,277,102,0
76224,171,46,0
76228,113,56,0
76234,30,14,0
76298,66,32,0
76299,108,54,0
76300,64,0,0
76301,161,46,0
76302,201,69,0
76305,605,231,0
76306,130,32,0
76308,130,32,0
76309,31,14,0
76310,232,83,0
76312,30,14,0
76315,66,32,0
76317,66,32,0
76330,64,0,0
76340,64,0,0
76350,64,0,0
76360,201,69,0
76370,64,0,0
76372,325,116,0
76374,115,47,0
76376,82,32,0
76377,31,14,0
76390,294,102,0
76420,294,102,0
76490,74,33,0
76527,33,15,0
76590,83,0,0
76595,220,69,0
76610,220,69,0
76620,83,0,0
76630,220,69,0
76660,220,69,0
76680,220,69,0
76700,431,205,0
76710,431,205,0
76720,429,206,0
76730,430,206,0
76731,150,75,0
76750,219,70,0
76770,219,70,0
76790,219,70,0
76810,219,70,0
76820,220,70,0
76830,157,32,0
76840,293,102,0
76870,294,102,0
76880,211,70,0
76890,75,0,0
76900,211,70,0
76910,75,0,0
76925,105,14,0
76970,88,42,0
76979,5,0,0
77074,9,0,0
77090,77,40,0
77093,83,42,0
77197,74,33,0
77199,74,33,0
77390,74,32,0
77391,74,33,0
77392,74,32,0
77400,128,64,0
77410,128,64,0
77418,128,64,0
77440,128,64,0
77460,231,101,0
77480,103,37,0
77490,103,37,0
77500,103,37,0
77510,103,37,0
77520,103,37,0
77560,76,31,0
77570,76,31,0
77580,76,31,0
77609,75,32,0
77611,341,158,0
77613,344,158,0
77615,75,32,0
77616,341,158,0
77617,74,31,0
77619,74,31,0
77630,103,37,0
77650,103,37,0
77720,101,38,0
77732,74,32,0
77734,128,64,0
77737,128,64,0
77738,128,64,0
77739,128,64,0
77752,128,64,0
77780,74,32,0
77790,74,32,0
77800,74,32,0
77810,74,32,0
77860,101,38,0
77880,101,38,0
77882,101,38,0
77890,229,102,0
77910,128,64,0
77930,128,64,0
77939,128,64,0
77940,128,64,0
77942,74,33,0
77950,128,64,0
77960,128,64,0
77970,128,64,0
77998,77,40,0
77999,119,56,0
78000,36,14,0
78001,36,14,0
78002,36,14,0
78003,36,14,0
78044,21,8,0
78045,21,8,0
78046,21,8,0
78070,4,0,0
79213,120,58,0
79214,123,61,0
79215,57,34,0
79226,56,34,0
79227,123,61,0
79228,123,61,0
79229,123,61,0
79234,120,58,0
79236,120,58,0
79237,120,58,0
79238,120,58,0
79239,123,61,0
79240,123,61,0
79243,160,81,0
79247,67,34,0
79248,173,87,0
79296,211,70,0
79520,230,107,0
79521,139,74,0
79522,143,76,0
79530,91,33,0
79540,91,33,0
79555,91,33,0
79560,91,33,0
79561,257,104,0
79562,108,40,0
79569,254,105,0
79570,96,33,0
79580,96,33,0
79590,96,33,0
79595,96,33,0
79600,96,33,0
79610,239,109,0
79854,14,0,0
79856,14,0,0
79858,14,0,0
79862,81,32,0
79864,81,32,0
79868,221,87,0
79871,28,0,0
79872,81,32,0
79874,81,32,0
79877,37,0,0
79878,141,56,0
79880,221,87,0
79890,221,87,0
79892,14,0,0
79900,157,63,0
79906,14,0,0
79933,3,1,0
79960,52,18,0
79970,52,18,0
79972,144,65,0
79973,146,65,0
79980,52,18,0
79983,52,18,0
80002,57,34,0
80003,57,34,0
80004,57,34,0
80005,57,34,0
80021,56,34,0
80025,56,34,0
80031,56,34,0
80051,56,34,0
80061,56,34,0
80121,93,42,0
80123,93,42,0
80124,93,42,0
80147,88,39,0
80150,237,107,0
80151,234,104,0
80152,88,39,0
80153,88,39,0
80154,88,39,0
80160,57,34,0
80189,52,18,0
80240,52,17,0
80250,52,17,0
80260,52,17,0
80270,52,17,0
80280,52,17,0
80290,52,17,0
80300,52,17,0
80310,52,17,0
80320,52,17,0
80322,8,0,0
80380,135,57,0
80390,135,57,0
80400,213,89,0
80412,213,89,0
80414,3,1,0
80448,46,21,0
80450,46,21,0
80452,46,21,0
80454,29,20,0
80457,46,21,0
80458,42,20,0
80462,43,20,0
80464,30,20,0
80468,46,21,0
80470,46,21,0
80472,46,21,0
80474,46,21,0
80476,46,21,0
80477,46,21,0
80480,9,7,0
80484,9,7,0
80485,73,27,0
80486,42,33,0
80488,9,7,0
80489,71,33,0
80492,74,32,0
80496,108,34,0
80497,86,25,0
80501,31,14,0
80505,1,0,0
80506,31,14,0
80509,31,14,0
80510,31,14,0
80512,31,14,0
80514,32,15,0
80515,32,15,0
80518,32,15,0
80519,32,15,0
80565,89,26,0
80566,14,0,0
80570,86,25,0
80571,89,26,0
80572,86,25,0
80580,160,81,0
80590,160,81,0
80600,176,90,0
80610,106,40,0
80620,121,42,0
80630,121,42,0
80640,134,42,0
80642,121,42,0
80650,27,0,0
80663,28,0,0
80665,28,0,0
80666,28,0,0
80667,28,0,0
80668,28,0,0
80669,27,0,0
80680,120,58,0
80692,120,58,0
80700,120,58,0
80710,137,58,0
80720,123,61,0
80730,123,61,0
80742,123,61,0
80761,171,65,0
80762,27,0,0
80763,27,0,0
80764,27,0,0
80765,28,0,0
80766,27,0,0
80767,28,0,0
80768,144,65,0
80769,27,0,0
80772,27,0,0
80780,127,39,0
80790,115,39,0
80820,157,78,0
80862,63,31,0
80890,64,30,0
80932,77,35,0
80966,79,36,0
80968,79,36,0
80977,79,36,0
80978,79,36,0
80982,79,36,0
81100,83,36,0
81103,34,9,0
81106,98,39,0
81110,34,9,0
81114,34,9,0
81115,34,9,0
81117,34,9,0
81122,34,9,0
81126,34,9,0
81130,34,9,0
81132,34,9,0
81144,68,18,0
81146,34,9,0
81170,34,9,0
81172,34,9,0
81174,34,9,0
81178,34,9,0
81182,34,9,0
81186,34,9,0
81188,34,9,0
81190,34,9,0
81194,34,9,0
81195,34,9,0
81199,98,40,0
81200,98,39,0
81201,77,35,0
81205,80,37,0
81230,103,37,0
81232,103,37,0
81234,103,37,0
81236,103,37,0
81242,76,31,0
81243,204,75,0
81245,150,63,0
81246,76,31,0
81248,76,31,0
81249,74,32,0
81252,417,189,0
81254,417,189,0
81294,11,0,0
81299,256,128,0
81301,717,320,0
81302,418,190,0
81305,74,32,0
81309,74,32,0
81311,101,38,0
81315,103,37,0
81316,74,32,0
81321,101,38,0
81322,101,38,0
81326,101,38,0
81361,101,38,0
81364,402,179,0
81367,158,75,0
81368,101,38,0
81399,103,37,0
81400,9,0,0
81402,71,32,0
81404,71,32,0
81408,71,32,0
81410,71,32,0
81412,71,32,0
81418,66,32,0
81420,70,32,0
81422,70,32,0
81424,70,32,0
81426,70,32,0
81428,70,32,0
81430,70,32,0
81432,70,32,0
81434,75,32,0
81436,4,0,0
81440,4,0,0
81445,4,0,0
81446,4,0,0
81448,4,0,0
81450,4,0,0
81452,4,0,0
81454,4,0,0
81456,5,0,0
81458,5,0,0
81460,5,0,0
81462,5,0,0
81464,5,0,0
81466,5,0,0
81469,5,0,0
81472,5,0,0
81532,32,15,0
81534,32,15,0
81536,32,15,0
81538,32,15,0
81540,32,15,0
81542,32,15,0
81544,32,15,0
81546,32,15,0
81548,32,15,0
81550,32,15,0
81552,32,15,0
81554,32,15,0
81564,31,14,0
81566,31,14,0
81568,31,14,0
81570,31,14,0
81572,31,14,0
81574,31,14,0
81576,31,14,0
81578,31,14,0
81580,31,14,0
81633,31,16,0
81635,31,16,0
81637,31,16,0
81665,29,0,0
81668,26,0,26
81670,26,0,26
81672,26,0,26
81674,26,0,26
81677,28,0,26
81678,26,0,26
81680,26,0,26
81681,24,0,0
81684,57,0,26
81685,28,0,26
81687,29,0,0
81692,42,33,0
81703,26,0,26
81704,36,32,0
81713,26,0,26
81714,24,0,0
81716,24,0,0
81718,24,0,0
81722,24,0,0
81724,24,0,0
81726,24,0,0
81728,24,0,0
81731,26,0,26
81733,24,0,0
81735,26,0,26
81737,29,0,0
81738,24,0,0
81739,26,0,26
81741,24,0,0
81743,26,0,26
81745,24,0,0
81749,29,0,0
81751,26,0,26
81755,436,130,26
81760,24,0,0
81775,29,0,0
81790,24,0,0
81791,26,0,0
81794,24,0,0
81800,26,0,26
81802,24,0,0
81810,26,0,26
81820,28,0,26
81825,26,0,26
81837,24,0,0
81838,26,0,26
81840,26,0,26
81841,26,0,26
81842,24,0,0
81845,26,0,26
81846,24,0,0
81847,28,0,26
81849,26,0,26
81850,26,0,26
81851,24,0,0
81852,24,0,0
81853,24,0,0
81854,26,0,26
81861,24,0,0
81870,26,0,26
81871,24,0,0
81880,26,0,26
81884,24,0,0
81981,202,96,0
81982,202,97,0
82104,74,32,0
82105,74,32,0
82106,74,32,0
82107,74,32,0
82120,144,67,0
82126,19,0,0
82127,19,0,0
82128,19,0,0
82129,19,0,0
82130,144,67,0
82140,144,67,0
82145,143,65,0
82155,143,65,0
82160,144,67,0
82165,143,65,0
82167,143,65,0
82175,143,65,0
82185,143,65,0
82187,143,65,0
82195,143,65,0
82197,143,65,0
82198,403,177,0
82205,143,66,0
82207,143,66,0
82216,143,66,0
82227,143,66,0
82230,143,65,0
82235,143,66,0
82237,143,66,0
82247,143,66,0
82250,143,65,0
82260,143,65,0
82266,19,1,0
82273,19,1,0
82275,19,1,0
82276,19,1,0
82279,19,1,0
82280,74,33,0
82300,74,33,0
82310,74,33,0
82320,74,33,0
82324,74,33,0
82326,74,33,0
82330,74,33,0
82332,74,33,0
82334,74,33,0
82335,74,33,0
82425,29,15,0
82429,74,33,0
82431,74,33,0
82432,74,32,0
82433,74,32,0
82434,74,32,0
82480,63,29,0
82490,33,15,0
82500,33,15,0
82510,33,15,0
82520,33,15,0
82530,33,15,0
82540,33,15,0
82550,33,15,0
82620,31,14,0
82630,31,14,0
82640,31,14,0
82650,31,14,0
82660,31,14,0
82670,31,14,0
82671,31,14,0
82672,30,14,0
82673,30,14,0
82674,30,14,0
82675,31,14,0
82676,31,14,0
82677,30,14,0
82678,30,14,0
82679,31,14,0
82680,62,28,0
82681,30,14,0
82682,31,14,0
82683,30,14,0
82684,31,14,0
82685,31,14,0
82687,6,0,0
82700,76,32,0
82718,1,0,0
82720,32,16,0
82730,14,0,0
82741,71,33,0
82742,74,32,0
82749,88,32,0
82760,88,32,0
82772,74,32,0
82775,74,32,0
82776,74,32,0
82777,74,32,0
82778,74,32,0
82780,8,0,0
82788,74,32,0
82789,74,32,0
82790,85,33,0
82791,74,32,0
82792,74,32,0
82793,71,33,0
82794,74,32,0
82795,71,33,0
82796,71,33,0
82797,71,33,0
82798,71,33,0
82810,14,0,0
82830,31,16,0
82831,31,16,0
82854,5,0,0
82878,5,0,0
83501,46,21,0
83520,46,21,0
83540,46,21,0
83560,46,21,0
83580,46,21,0
83590,46,21,0
83595,46,21,0
83610,46,21,0
83620,46,21,0
83630,46,21,0
83640,46,21,0
83641,46,21,0
83650,46,21,0
83651,46,21,0
83652,46,21,0
83656,29,20,0
83657,30,20,0
83663,64,30,0
83664,64,30,0
83665,64,31,0
83666,64,31,0
83701,98,45,0
83702,98,45,0
83703,98,45,0
83704,98,45,0
83706,98,45,0
83707,98,45,0
83708,98,45,0
83709,98,45,0
83711,100,46,0
83716,98,45,0
83720,98,45,0
83751,13,0,0
83752,13,0,0
83760,100,46,0
83770,100,46,0
83781,100,46,0
83782,100,46,0
83783,100,46,0
83784,100,46,0
83785,100,46,0
83786,100,46,0
83787,100,46,0
83788,100,46,0
83789,98,45,0
84014,109,33,0
84015,70,33,0
84025,10,0,0
84263,140,177,0
84264,82,140,0
84270,82,40,0
84280,8,0,0
84292,226,98,0
84309,85,33,0
84351,115,39,0
84352,115,39,0
84353,121,42,0
84354,28,0,0
84356,28,0,0
84357,28,0,0
84358,27,0,0
84359,28,0,0
84362,27,0,0
84363,27,0,0
84364,27,0,0
84365,27,0,0
84366,27,0,0
84367,27,0,0
84368,27,0,0
84369,28,0,0
84370,28,0,0
84371,28,0,0
84372,28,0,0
84810,45,26,0
84820,45,26,0
84821,51,24,0
84822,51,24,0
84824,51,24,0
84825,51,24,0
84826,51,24,0
84827,51,24,0
84828,51,24,0
84829,51,24,0
84830,45,26,0
84831,51,24,0
84832,51,24,0
84940,45,27,0
84970,45,27,0
85040,132,57,0
85059,4,0,0
85062,4,0,0
85064,4,0,0
85066,4,0,0
85067,4,0,0
85070,4,0,0
85090,4,0,0
85100,4,0,0
85110,4,0,0
85120,4,0,0
85130,4,0,0
85140,4,0,0
85150,4,0,0
85160,4,0,0
85170,8,0,0
85180,4,0,0
85190,4,0,0
85200,4,0,0
85203,14,0,0
85205,14,0,0
85210,18,0,0
85220,18,0,0
85230,18,0,0
85254,404,193,0
85260,36,14,0
85270,36,14,0
85271,36,14,0
85280,36,14,0
85290,36,14,0
85300,36,14,0
85310,37,15,0
85320,37,15,0
85330,37,15,0
85340,37,15,0
85350,37,15,0
85386,9,7,0
85388,9,7,0
85392,21,8,0
85393,20,8,0
85394,21,8,0
85395,20,8,0
85410,64,24,0
85450,130,57,0
85460,132,57,0
85489,95,40,0
85532,34,14,0
85538,203,97,0
85539,204,77,0
85540,43,20,0
85541,294,139,0
85542,66,32,0
85543,64,31,0
85630,305,129,0
85640,211,90,0
85669,103,26,0
85725,74,32,0
85730,96,40,0
85770,33,16,0
85781,9,7,0
85782,9,7,0
85785,41,16,0
85791,18,14,0
85792,30,15,0
85793,25,0,0
85794,21,48,0
85796,18,14,0
85799,20,60,0
85800,74,33,0
85810,74,32,0
85851,121,42,0
85853,115,39,0
85855,115,39,0
85890,29,20,0
85892,29,20,0
85894,29,20,0
85896,29,20,0
85900,29,20,0
85902,29,20,0
85904,29,20,0
85906,29,20,0
85908,29,20,0
85910,29,20,0
85912,29,20,0
85914,29,20,0
85916,29,20,0
85918,29,20,0
85921,29,20,0
85922,29,20,0
85924,29,20,0
85942,30,20,0
85944,30,20,0
85946,30,20,0
85947,29,20,0
85948,30,20,0
85949,30,20,0
85950,30,20,0
85954,30,20,0
85956,30,20,0
85958,30,20,0
85959,30,20,0
85960,30,20,0
85962,30,20,0
85964,30,20,0
85966,30,20,0
85970,30,20,0
85972,30,20,0
85974,30,20,0
85976,30,20,0
89990,139,63,0
91699,74,33,0
96760,137,132,72
97137,344,158,0
98105,185,91,0
98750,139,45,0
99252,307,129,0
99253,312,131,0
99254,216,91,0
99261,91,38,0
99263,312,131,0
99264,216,91,0
99266,223,94,0
99267,226,96,0
99271,227,95,0
99294,80,34,0
99296,10,0,0
99297,10,0,0
99300,13,0,0
99301,10,0,0
99303,10,0,0
99310,10,0,0
99312,8,0,0
99318,10,0,0
99320,8,0,0
99321,8,0,0
99322,8,0,0
99325,10,0,0
99330,10,0,0
99350,10,0,0
99360,8,0,0
99364,8,0,0
99380,8,0,0
99382,8,0,0
99384,8,0,0
99385,10,0,0
99386,8,0,0
99388,8,0,0
99390,10,0,0
99400,8,0,0
99410,10,0,0
99411,10,0,0
99412,10,0,0
99413,8,0,0
99414,10,0,0
99416,10,0,0
99417,10,0,0
99418,8,0,0
99420,8,0,0
99421,10,0,0
99422,8,0,0
99423,10,0,0
99424,8,0,0
99428,8,0,0
99429,8,0,0
99430,10,0,0
99431,8,0,0
99432,10,0,0
99434,8,0,0
99436,8,0,0
99437,8,0,0
99460,8,0,0
99470,10,0,0
99474,17,6,0
99476,17,0,0
99477,17,0,0
99478,17,0,0
99479,17,0,0
99481,17,0,0
99482,36,0,0
99483,73,36,0
99497,10,0,0
99746,97,46,0
99747,97,46,0
99750,14,0,0
99751,14,0,0
99752,14,0,0
99753,14,0,0
99754,14,0,0
99755,14,0,0
99756,97,46,0
99760,97,46,0
99908,20,40,0
99997,64,128,0
