trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
625363098,05:09:00,05:09:00,1480,1,,0,0,0.0,1
625363098,05:09:19,05:09:19,1490,5,,0,0,623.7,0
625363098,05:10:00,05:10:00,3700,9,,0,0,2015.8,1
625363098,05:10:18,05:10:18,3710,12,,0,0,2508.8,0
625363098,05:11:33,05:11:33,3735,37,,0,0,4572.8,0
625363098,05:12:27,05:12:27,3760,41,,0,0,6060.2,0
625363098,05:12:54,05:12:54,3770,50,,0,0,6817.9,0
625363098,05:13:18,05:13:18,3778,53,,0,0,7472.2,0
625363098,05:14:00,05:14:00,3800,60,,0,0,8625.0,1
625363098,05:15:00,05:15:00,3810,64,Othello Station,0,0,9501.8,1
625363098,05:15:36,05:15:36,3820,69,Othello Station,0,0,10421.1,0
625363098,05:16:06,05:16:06,3830,73,Othello Station,0,0,11160.0,0
625363098,05:17:00,05:17:00,3860,78,Othello Station,0,0,12530.5,1
625363098,05:17:31,05:17:31,3870,80,Othello Station,0,0,13305.6,0
625363098,05:18:09,05:18:09,3880,82,Othello Station,0,0,14292.3,0
625363098,05:19:01,05:19:01,3881,84,Othello Station,0,0,15602.2,0
625363098,05:20:00,05:20:00,3883,97,Othello Station,0,0,17105.0,1
625363098,05:20:51,05:20:51,30855,101,Othello Station,0,0,18461.5,0
625363098,05:21:20,05:21:20,30870,106,Othello Station,0,0,19257.2,0
625363098,05:21:58,05:21:58,30890,110,Othello Station,0,0,20260.1,0
625363098,05:22:26,05:22:26,30910,113,Othello Station,0,0,21017.4,0
625363098,05:22:58,05:22:58,30930,117,Othello Station,0,0,21864.9,0
625363098,05:23:50,05:23:50,30950,125,Othello Station,0,0,23259.4,0
625363098,05:24:28,05:24:28,30960,135,Othello Station,0,0,24273.7,0
625363098,05:25:00,05:25:00,46092,144,Othello Station,0,0,25131.4,1
625363098,05:25:50,05:25:50,46101,148,Othello Station,0,0,26190.4,0
625363098,05:26:56,05:26:56,46110,160,Othello Station,0,0,27572.0,0
625363098,05:28:00,05:28:00,45649,171,Othello Station,0,0,28928.0,1
630541718,05:40:00,05:40:00,56151,1,,0,0,0.0,1
630541718,05:40:29,05:40:29,45651,6,,0,0,721.5,0
630541718,05:41:24,05:41:24,45670,16,,0,0,2116.8,0
630541718,05:42:14,05:42:14,45680,27,,0,0,3368.8,0
630541718,05:43:00,05:43:00,30340,30,,0,0,4519.1,1
630541718,05:44:07,05:44:07,30360,45,,0,0,5933.3,0
630541718,05:45:19,05:45:19,30380,56,,0,0,7472.0,0
630541718,05:45:44,05:45:44,30390,58,,0,0,7999.6,0
630541718,05:46:34,05:46:34,30410,61,,0,0,9065.4,0
630541718,05:47:27,05:47:27,30430,68,,0,0,10198.0,0
630541718,05:48:08,05:48:08,30440,72,,0,0,11053.1,0
630541718,05:49:00,05:49:00,3380,75,,0,0,12164.9,1
630541718,05:50:02,05:50:02,3400,84,,0,0,13848.3,0
630541718,05:50:50,05:50:50,3410,87,,0,0,15184.2,0
630541718,05:51:24,05:51:24,3420,89,,0,0,16113.3,0
630541718,05:52:00,05:52:00,3430,91,,0,0,17090.5,1
630541718,05:52:49,05:52:49,3450,95,,0,0,18180.5,0
630541718,05:53:26,05:53:26,3460,99,,0,0,19020.7,0
630541718,05:54:00,05:54:00,3470,104,Downtown Seattle,0,0,19777.1,1
630541718,05:55:00,05:55:00,3484,107,Downtown Seattle,0,0,20508.0,1
630541718,05:56:27,05:56:27,3500,115,Downtown Seattle,0,0,21898.0,0
630541718,05:57:15,05:57:15,3515,119,Downtown Seattle,0,0,22662.5,0
630541718,05:58:04,05:58:04,3530,128,Downtown Seattle,0,0,23426.2,0
630541718,05:58:43,05:58:43,3541,131,Downtown Seattle,0,0,24054.8,0
630541718,05:59:17,05:59:17,3550,133,Downtown Seattle,0,0,24597.8,0
630541718,06:00:14,06:00:14,3570,135,Downtown Seattle,0,0,25498.5,0
630541718,06:00:52,06:00:52,3580,143,Downtown Seattle,0,0,26099.9,0
630541718,06:02:10,06:02:10,3589,161,Downtown Seattle,0,0,27347.1,0
630541718,06:03:00,06:03:00,3600,165,Downtown Seattle,0,0,28142.7,1
630541718,06:05:09,06:05:09,1500,168,Downtown Seattle,0,0,29274.4,0
630541718,06:06:38,06:06:38,1510,173,Downtown Seattle,0,0,30048.5,0
630541718,06:08:00,06:08:00,1530,179,Downtown Seattle,0,0,30768.6,1
630541718,06:09:57,06:09:57,1610,189,Downtown Seattle,0,0,31896.9,0
630541718,06:11:53,06:11:53,538,201,Downtown Seattle,0,0,33011.9,0
630541718,06:14:04,06:14:04,558,206,Downtown Seattle,0,0,34279.6,0
630541718,06:16:00,06:16:00,575,210,Downtown Seattle,0,0,35394.0,1
630541748,06:40:00,06:40:00,430,1,,0,0,0.0,1
630541748,06:41:55,06:41:55,450,6,,0,0,1135.4,0
630541748,06:44:16,06:44:16,480,11,,0,0,2532.7,0
630541748,06:45:50,06:45:50,500,16,,0,0,3468.1,0
630541748,06:47:36,06:47:36,515,28,,0,0,4523.3,0
630541748,06:49:00,06:49:00,1471,37,,0,0,5351.5,1
630541748,06:50:29,06:50:29,1480,43,,0,0,6206.5,0
630541748,06:51:35,06:51:35,1490,47,,0,0,6830.2,0
630541748,06:54:00,06:54:00,3700,51,,0,0,8222.3,1
630541748,06:54:22,06:54:22,3710,54,,0,0,8715.3,0
630541748,06:55:56,06:55:56,3735,79,,0,0,10779.3,0
630541748,06:57:04,06:57:04,3760,83,,0,0,12266.7,0
630541748,06:57:38,06:57:38,3770,92,,0,0,13024.4,0
630541748,06:58:08,06:58:08,3778,95,,0,0,13678.7,0
630541748,06:59:00,06:59:00,3800,102,,0,0,14831.5,1
630541748,07:00:00,07:00:00,3810,106,Othello Station,0,0,15708.3,1
