trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
694057598,06:09:00,06:09:00,52303,1,,0,0,0.0,1
694057598,06:10:10,06:10:10,47719,27,,0,0,1719.8,0
694057598,06:11:31,06:11:31,51403,35,,0,0,3736.3,0
694057598,06:12:49,06:12:49,51459,40,,0,0,5667.3,0
694057598,06:14:01,06:14:01,51471,46,,0,0,7439.8,0
694057598,06:16:00,06:16:00,51520,66,,0,0,10396.6,1
694057598,06:17:16,06:17:16,51552,73,,0,0,12132.4,0
694057598,06:19:10,06:19:10,51581,105,,0,0,14763.8,0
694057598,06:20:08,06:20:08,51600,109,,0,0,16091.4,0
694057598,06:21:35,06:21:35,51615,115,,0,0,18080.8,0
694057598,06:22:38,06:22:38,51651,121,,0,0,19514.8,0
694057598,06:24:00,06:24:00,39431,127,,0,0,21405.6,1
694057598,06:24:56,06:24:56,22256,133,,0,0,22787.0,0
694057598,06:26:03,06:26:03,22259,144,,0,0,24425.7,0
694057598,06:27:00,06:27:00,31731,148,Downtown Seattle,0,0,25820.6,1
694057598,06:28:41,06:28:41,22184,177,Downtown Seattle,0,0,27677.7,0
694057598,06:30:06,06:30:06,22196,182,Downtown Seattle,0,0,29242.0,0
694057598,06:32:27,06:32:27,36300,191,Downtown Seattle,0,0,31839.2,0
694057598,06:34:00,06:34:00,21450,198,Downtown Seattle,0,0,33561.5,1
694057598,06:34:50,06:34:50,21480,204,Downtown Seattle,0,0,35031.2,0
694057598,06:35:36,06:35:36,21500,214,Downtown Seattle,0,0,36413.4,0
694057598,06:36:43,06:36:43,22074,219,Downtown Seattle,0,0,38384.5,0
694057598,06:37:47,06:37:47,21560,223,Downtown Seattle,0,0,40295.8,0
694057598,06:39:21,06:39:21,21600,236,Downtown Seattle,0,0,43082.8,0
694057598,06:39:57,06:39:57,21620,239,Downtown Seattle,0,0,44151.9,0
694057598,06:50:24,06:50:24,1561,418,Downtown Seattle,0,0,62735.3,0
694057598,06:51:00,06:51:00,1559,429,Downtown Seattle,0,0,63806.6,0
694057598,06:52:00,06:52:00,548,441,Downtown Seattle,0,0,65576.4,1
