trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
535593828,07:17:00,07:17:00,24250,1,,0,0,0.0,1
535593828,07:17:52,07:17:52,20670,5,,0,0,910.8,0
535593828,07:18:45,07:18:45,20680,11,,0,0,1853.7,0
535593828,07:20:00,07:20:00,20700,28,,0,0,3170.3,1
535593828,07:20:46,07:20:46,31350,36,,0,0,4316.5,0
535593828,07:21:17,07:21:17,31360,45,,0,0,5099.3,0
535593828,07:21:36,07:21:36,31370,47,,0,0,5572.2,0
535593828,07:21:52,07:21:52,31380,51,,0,0,5964.5,0
535593828,07:22:16,07:22:16,31390,58,,0,0,6572.1,0
535593828,07:22:57,07:22:57,31400,64,,0,0,7600.3,0
535593828,07:23:21,07:23:21,31410,66,,0,0,8202.3,0
535593828,07:23:46,07:23:46,31420,68,,0,0,8839.2,0
535593828,07:24:14,07:24:14,31430,71,,0,0,9536.8,0
535593828,07:24:40,07:24:40,31440,73,,0,0,10195.1,0
535593828,07:25:03,07:25:03,31450,74,,0,0,10771.1,0
535593828,07:25:21,07:25:21,31460,76,,0,0,11218.1,0
535593828,07:26:00,07:26:00,40073,82,,0,0,12192.5,1
535593828,07:26:32,07:26:32,14195,101,,0,0,13295.3,0
535593828,07:27:48,07:27:48,18170,152,,0,0,15913.8,0
535593828,07:28:25,07:28:25,18180,176,,0,0,17187.8,0
535593828,07:28:46,07:28:46,18190,180,,0,0,17881.5,0
535593828,07:29:12,07:29:12,18200,182,,0,0,18794.2,0
535593828,07:29:32,07:29:32,18210,184,,0,0,19485.0,0
535593828,07:30:00,07:30:00,18220,186,,0,0,20441.9,1
535593828,07:30:39,07:30:39,18230,194,,0,0,21183.8,0
535593828,07:31:32,07:31:32,18240,201,,0,0,22177.4,0
535593828,07:32:11,07:32:11,18250,205,,0,0,22924.9,0
535593828,07:34:00,07:34:00,26860,227,,0,0,24978.7,1
535593828,07:34:37,07:34:37,26870,235,,0,0,25932.1,0
535593828,07:35:11,07:35:11,26885,239,,0,0,26795.3,0
535593828,07:35:56,07:35:56,26901,247,,0,0,27930.7,0
535593828,07:36:25,07:36:25,26920,251,,0,0,28684.5,0
535593828,07:37:05,07:37:05,26940,254,,0,0,29698.7,0
535593828,07:38:00,07:38:00,26965,258,,0,0,31096.5,1
535593828,07:38:48,07:38:48,26980,262,,0,0,31992.7,0
535593828,07:39:32,07:39:32,26999,266,,0,0,32813.8,0
535593828,07:42:09,07:42:09,9612,291,,0,0,35743.6,0
535593828,07:43:26,07:43:26,9630,303,,0,0,37171.4,0
535593828,07:45:00,07:45:00,10911,311,,0,0,38926.7,1
535593828,07:45:47,07:45:47,29889,320,,0,0,40035.9,0
535593828,07:46:09,07:46:09,29891,325,,0,0,40549.4,0
535593828,07:47:53,07:47:53,25201,349,,0,0,43018.6,0
535593828,07:48:41,07:48:41,29920,355,,0,0,44132.4,0
535593828,07:49:17,07:49:17,29930,358,,0,0,44980.8,0
535593828,07:49:57,07:49:57,29950,367,,0,0,45932.6,0
535593828,07:50:26,07:50:26,29952,371,,0,0,46609.2,0
535593828,07:51:00,07:51:00,29091,382,,0,0,47425.0,1
685926058,08:13:00,08:13:00,29091,1,,0,0,0.0,1
685926058,08:13:33,08:13:33,29100,9,,0,0,656.1,0
685926058,08:13:58,08:13:58,29110,12,,0,0,1151.7,0
685926058,08:15:02,08:15:02,29130,23,,0,0,2407.7,0
685926058,08:15:52,08:15:52,25200,26,,0,0,3416.1,0
685926058,08:16:13,08:16:13,25202,27,,0,0,3831.8,0
685926058,08:18:37,08:18:37,11357,50,,0,0,6672.0,0
685926058,08:19:17,08:19:17,11356,57,,0,0,7461.6,0
685926058,08:20:00,08:20:00,11358,64,,0,0,8324.0,1
685926058,08:20:54,08:20:54,9605,75,,0,0,9445.2,0
685926058,08:21:37,08:21:37,9610,78,,0,0,10356.0,0
685926058,08:22:24,08:22:24,5402,83,,0,0,11329.1,0
685926058,08:24:18,08:24:18,26369,113,,0,0,13715.2,0
685926058,08:24:41,08:24:41,26370,116,,0,0,14197.3,0
685926058,08:25:25,08:25:25,26381,120,,0,0,15127.3,0
685926058,08:26:00,08:26:00,26400,123,,0,0,15853.7,1
685926058,08:26:36,08:26:36,26410,126,,0,0,16463.2,0
685926058,08:27:26,08:27:26,26430,129,,0,0,17304.2,0
685926058,08:28:29,08:28:29,26450,132,,0,0,18367.6,0
685926058,08:29:02,08:29:02,26460,135,,0,0,18922.4,0
685926058,08:30:02,08:30:02,26480,143,,0,0,19941.0,0
685926058,08:31:05,08:31:05,26490,149,,0,0,21003.4,0
685926058,08:32:00,08:32:00,26510,155,,0,0,21938.3,1
685926058,08:33:04,08:33:04,18600,172,,0,0,23468.0,0
685926058,08:33:51,08:33:51,18610,177,,0,0,24582.2,0
685926058,08:34:14,08:34:14,18620,182,,0,0,25140.9,0
685926058,08:35:00,08:35:00,18630,192,,0,0,26227.6,1
685926058,08:35:26,08:35:26,18640,194,,0,0,27154.1,0
685926058,08:35:44,08:35:44,18650,195,,0,0,27787.6,0
685926058,08:36:10,08:36:10,18660,199,,0,0,28716.2,0
685926058,08:36:25,08:36:25,18670,201,,0,0,29239.0,0
685926058,08:38:12,08:38:12,13800,246,,0,0,33017.4,0
685926058,08:38:45,08:38:45,13810,257,,0,0,34210.6,0
685926058,08:39:33,08:39:33,13830,268,,0,0,35902.7,0
685926058,08:40:03,08:40:03,13840,272,,0,0,36958.9,0
685926058,08:41:00,08:41:00,13870,291,,0,0,38982.1,1
685926058,08:42:07,08:42:07,13890,295,,0,0,40297.8,0
685926058,08:44:59,08:44:59,13910,326,,0,0,43653.4,0
685926058,08:46:00,08:46:00,2672,334,,0,0,44857.8,1
685926058,08:47:00,08:47:00,2180,337,,0,0,45671.0,1
535594438,09:04:00,09:04:00,2361,1,,0,0,0.0,1
535594438,09:05:00,09:05:00,2370,5,,0,0,787.2,1
535594438,09:05:47,09:05:47,14038,13,,0,0,1923.8,0
535594438,09:07:59,09:07:59,14070,44,,0,0,5091.4,0
535594438,09:09:00,09:09:00,14090,48,,0,0,6567.3,1
535594438,09:09:54,09:09:54,14110,67,,0,0,8460.8,0
535594438,09:10:34,09:10:34,14130,72,,0,0,9858.6,0
535594438,09:11:15,09:11:15,14150,82,,0,0,11321.6,0
535594438,09:11:59,09:11:59,14170,91,,0,0,12868.4,0
535594438,09:13:28,09:13:28,18180,127,,0,0,15988.7,0
535594438,09:13:47,09:13:47,18190,131,,0,0,16682.4,0
535594438,09:14:13,09:14:13,18200,133,,0,0,17595.1,0
535594438,09:14:33,09:14:33,18210,135,,0,0,18285.9,0
535594438,09:15:00,09:15:00,18220,137,,0,0,19242.8,1
535594438,09:15:39,09:15:39,18230,145,,0,0,19984.7,0
535594438,09:16:32,09:16:32,18240,152,,0,0,20978.3,0
535594438,09:17:11,09:17:11,18250,156,,0,0,21725.8,0
535594438,09:19:00,09:19:00,26860,178,,0,0,23779.6,1
535594438,09:19:47,09:19:47,26870,186,,0,0,24733.0,0
535594438,09:20:29,09:20:29,26885,190,,0,0,25596.2,0
535594438,09:21:25,09:21:25,26901,198,,0,0,26731.6,0
535594438,09:22:02,09:22:02,26920,202,,0,0,27485.4,0
