stop_id,holiday_adjusted,other,weekday_only,stop_name
56460,128,60,0,Renton Ave S & 76th Ave S
56470,128,60,0,Renton Ave S & 78th Ave S
56480,128,60,0,Renton Ave S & S 128th St
56500,128,60,0,Renton Ave S & S 132nd St
56510,88,33,0,Bronson Way N & Park Ave N
56519,80,33,0,NE 3rd St & Monterey Dr NE
56522,86,33,0,NE 3rd St & Bronson Way NE
56610,88,33,0,Kirkland Ave NE & NE 12th St
56620,88,33,0,Kirkland Ave NE & NE 14th St
56631,88,33,0,NE 16th St & Kirkland Ave NE
56790,88,33,0,NE 4th St & Monroe Ave NE
56792,88,33,0,NE 4th St & Queen Ave NE
57000,14,9,0,C A Reiten Rd & Walnut St
57010,14,9,0,C A Reiten Rd & Hemlock St
57020,14,9,0,C A Reiten Rd & Laurel St
57050,14,9,0,Guiberson St & Glenwood Ln
57060,14,9,0,Kennebeck Ave N & E Gowe St
57070,55,32,0,E James St & Central Ave N
57090,55,32,0,E James St & Jason Ave N
57100,55,32,0,E James St & Summit Ave N
57110,55,32,0,S 240th St & 94th Ave S
57111,55,32,0,SE 240th St & 124th Ave SE
57112,55,32,0,SE 240th St & 127th Pl SE
57113,55,32,0,SE 240th St & 132nd Ave SE
57117,56,33,0,SE 240th St & 124th Ave SE
57118,56,33,0,SE 240th St & 127th Pl SE
57119,56,33,0,SE 240th St & 132nd Ave SE
57120,69,41,0,S 240th St & 98th Ave S
57121,69,41,0,SE 240th St & 108th Ave SE
57122,69,41,0,SE 240th St & 111th Pl SE
57123,69,41,0,SE 240th St & 112th Ave SE
57126,55,32,0,SE 240th St & 102nd Ave SE
57127,69,41,0,SE 240th St & 104th Ave SE
57128,14,9,0,101st Ave SE & SE 256th St
57130,100,37,0,104th Ave SE & SE 240th St
57140,100,37,0,104th Ave SE & SE 235th St
57141,69,41,0,SE 240th St & 116th Ave SE
57142,55,32,0,SE 240th St & 120th Ave SE
57144,55,32,0,132nd Ave SE & SE 245th St
57148,14,9,0,104th Ave SE & SE 260th St
57149,14,9,0,101st Ave SE & SE 260th St
57150,100,37,0,104th Ave SE & SE 232nd St
57151,30,18,0,W Gowe St & 2nd Ave S
57152,69,41,0,132nd Ave SE & SE 248th St
57155,14,9,0,104th Ave SE & SE 256th St
57156,100,37,0,104th Ave SE & SE 248th St
57159,100,37,0,104th Ave SE & SE 253rd Pl
57160,100,37,0,104th Ave SE & SE 228th St
57162,100,37,0,104th Ave SE & SE 248th St
57163,14,9,0,Top Foods Pkg Acs & SE 260th St
57164,100,37,0,104th Ave SE & SE 244th St
57165,14,9,0,Target Pkg Acs & 104th Ave SE
57168,16,9,0,W Harrison St & 6th Ave N
57169,16,9,0,W Gowe St & 6th Ave S
57171,16,9,0,5th Ave S & W Gowe St
57172,16,9,0,5th Ave S & W Titus St
57173,16,9,0,W Saar St & 5th Ave S
57174,16,9,0,Sr 516 & Sr 167
57175,16,9,0,Access Rd & Washington Ave
57176,16,9,0,Access Rd & W Meeker St
57177,16,9,0,Access Rd & 64th Ave S
57178,16,9,0,64th Ave S & Access Road
57180,100,37,0,108th Ave SE & SE 224th St
57181,14,9,0,104th Ave SE & SE 264th St
57182,14,9,0,State Ave N & E Ward St
57183,14,9,0,Kent Senior Center Acs & Kennebeck Ave N
57185,100,37,0,108th Ave SE & SE 220th Pl
57187,57,34,0,W Smith St & 4th Ave N
57188,72,43,0,W Meeker St & Washington Ave S
57189,16,9,0,W Meeker St & 6th Ave S
57190,100,37,0,108th Ave SE & SE 217th St
57191,14,9,0,W Meeker St & 1st Ave S
57197,14,9,0,109th Ave SE & SE 256th St
57198,14,9,0,109th Ave SE & SE 256th St
57199,14,9,0,109th Ave SE & SE 248th St
57200,100,37,0,108th Ave SE & SE 212th St
57201,81,36,0,Kent Kangley Rd & 114th Ave SE
57202,81,36,0,Kent Kangley Rd & 114th Ave SE
57203,14,9,0,104th Ave SE & SE 260th St
57204,14,9,0,104th Ave SE & SE 267th St
57205,14,9,0,Woodland Way S & S 265th St
57206,14,9,0,Woodland Way S & S 262nd Pl
57207,14,9,0,Woodland Way S & S 262nd Pl
57208,14,9,0,C A Reiten Rd & E Seattle St
57209,14,9,0,W Gowe St & 1st Ave S
57210,100,37,0,108th Ave SE & SE 208th St
57211,14,9,0,SE 248th St & 100th Pl SE
57212,14,9,0,S 248th St & 98th Ave S
57213,14,9,0,98th Ave S & S 246th Pl
57218,14,9,0,Scenic Vista Rd & SE 264th St
57219,14,9,0,Maple St & Woodland Way S
57220,100,37,0,108th Ave SE & SE 204th St
57230,100,37,0,108th Ave SE & SE 200th St
57240,100,37,0,108th Ave SE & SE 196th St
57250,100,37,0,108th Ave SE & SE 192nd St
57260,100,37,0,108th Ave SE & SE 186th St
57270,100,37,0,108th Ave SE & SE 181st St
57280,101,38,0,108th Ave SE & SE Carr Rd
57290,101,38,0,108th Ave SE & SE 181st St
57300,101,38,0,108th Ave SE & SE 186th St
57310,101,38,0,108th Ave SE & SE 192nd St
57320,101,38,0,108th Ave SE & SE 196th St
57330,101,38,0,108th Ave SE & SE 201st St
57340,101,38,0,108th Ave SE & SE 204th St
57350,101,38,0,108th Ave SE & SE 208th St
57360,101,38,0,108th Ave SE & SE 212th St
57370,101,38,0,108th Ave SE & SE 217th St
57375,101,38,0,108th Ave SE & SE 220th Pl
57390,101,38,0,Benson Rd SE & SE 224th St
57400,101,38,0,104th Ave SE & SE 228th St
57405,101,38,0,104th Ave SE & SE 244th St
57407,101,38,0,104th Ave SE & SE 248th St
57408,14,9,0,SE 248th St & 124th Ave SE
57409,101,38,0,104th Ave SE & SE 253rd Pl
57410,101,38,0,104th Ave SE & SE 232nd St
57411,14,9,0,120th Ave SE & SE 246th Pl
57413,14,9,0,120th Ave SE & SE 240th Pl
57420,101,38,0,104th Ave SE & SE 236th Pl
57422,100,37,0,104th Ave SE & SE 240th St
57423,14,9,0,Fred Meyer Pkg Lot Acs & 102nd Ave SE
57429,56,33,0,SE 240th St & 104th Ave SE
57430,101,38,0,104th Ave SE & SE 240th St
57434,56,33,0,SE 240th St & 102nd Ave SE
57436,56,33,0,SE 240th St & 112th Ave SE
57437,56,33,0,SE 240th St & 111th Pl SE
57438,56,33,0,SE 240th St & 108th Ave SE
57440,56,33,0,S 240th St & 98th Ave S
57445,56,33,0,132nd Ave SE & SE 246th Ct
57446,123,61,0,64th Ave S & S 236th St
57447,56,33,0,SE 240th St & 120th Ave SE
57448,56,33,0,SE 240th St & 116th Ave SE
57450,56,33,0,S 240th St & 94th Ave S
57451,105,40,0,Kent Sounder Station - Bay 1
57452,278,112,0,Kent Sounder Station - Bay 2
57453,279,133,0,Kent Sounder Station - Bay 3
57455,123,61,0,Kent Sounder Station - Bay 5
57458,128,58,0,Kent Sounder Station - Bay 8
57459,125,54,0,Kent Sounder Station - Bay 9
57460,56,33,0,E James St & Summit Ave N
57461,120,58,0,64th Ave S & S 236th St
57462,120,58,0,64th Ave S & S 231st St
57470,56,33,0,E James St & Jason Ave N
57478,123,61,0,64th Ave S & S 228th St
57479,123,61,0,64th Ave S & S 231st St
57480,56,33,0,E James St & Woodford Ave N
57481,23,9,0,4th Ave N & W Smith St
57482,16,9,0,W Gowe St & 2nd Ave S
57493,55,32,0,132nd Ave SE & SE 274th St
57496,55,32,0,132nd Ave SE & SE 278th St
57512,55,32,0,SE 276th Pl & 127th Ave SE
57516,55,32,0,SE 277th Pl & 124th Ave SE
57518,56,33,0,124th Ave SE & SE 282nd St
57519,56,33,0,124th Ave SE & SE 280th St
57521,55,32,0,124th Ave SE & SE 304th St
57522,55,32,0,124th Ave SE & SE 310th St
57528,55,32,0,124th Ave SE & SE 312th St
57530,56,33,0,124th Ave SE & SE 288th Pl
57534,119,62,0,SE 316th St & 124th Ave SE
57535,119,62,0,SE 316th St & 117th Pl SE
57536,119,62,0,116th Ave SE & SE 320th St
57600,156,71,0,41st St SE & A St SE
57609,79,36,0,37th St SE & D St SE
57610,79,36,0,37th St SE & D St SE
57611,79,36,0,37th St SE & I St SE
57612,79,36,0,37th St SE & M St SE
57618,77,35,0,M St SE & 33rd St SE
57619,77,35,0,37th St SE & M St SE
57620,77,35,0,37th St SE & I St SE
57621,77,35,0,37th St SE & I St SE
57622,77,35,0,37th St SE & D St SE
57623,77,35,0,D St SE & D Pl SE
57631,77,35,0,F St SE & 21st St SE
57632,77,35,0,F St SE & 25th St SE
57640,77,35,0,F St SE & 29th St SE
57650,77,35,0,29th St SE & I St SE
57740,79,36,0,K St SE & 18th St SE
57755,19,6,0,Auburn Way S & M St SE
57760,19,6,0,Auburn Way S & 12th St SE
57765,19,6,0,Auburn Way S & F St SE
57773,36,12,0,Auburn Transit Center - Bay 1
57774,337,142,0,Auburn Transit Center - Bay 2
57775,64,30,0,Auburn Transit Center - Bay 3
57776,75,18,0,Auburn Transit Center - Bay 4
57778,19,6,0,Auburn Way S & Sr 18
57784,105,40,0,2nd St SW & A St SW
57791,79,36,0,A St SE & Cross St SE
57792,162,72,0,2nd St SE & A St SE
57795,98,40,0,S Division St & 3rd St SE
57804,98,40,0,15th St SW & O St SW
57806,98,40,0,15th St SW & Market St
57810,98,40,0,15th St SW & C St SW
57840,106,40,0,1st St NE & B St NE
57846,34,9,0,O St SW & 15th St SW
57851,34,9,0,Milwaukee Blvd N & Ellingson Rd
57852,34,9,0,Milwaukee Blvd S & Homer Ave SE
57853,34,9,0,3rd Ave SE & Pacific Ave S
57854,34,9,0,Pacific Ave S & 1st Ave SE
57856,34,9,0,Pacific Ave N & Ellingson Rd
57860,106,40,0,Auburn Way N & 4th St NE
57861,79,36,0,41st St SE & A St SE
57899,106,40,0,Auburn Way N & 17th St NE
57900,106,40,0,Auburn Way N & 22nd St NE
57901,105,40,0,Auburn Way N & 15th St NE
57902,106,40,0,Auburn Way N & 15th St NE
57903,105,40,0,Auburn Way N & 9th St NE
57904,106,40,0,Auburn Way N & 8th St NE
57910,106,40,0,Auburn Way N & 28th St NE
57912,106,40,0,Auburn Way N & 30th St NE
57915,106,40,0,Auburn Way N & 37th St NE
57920,106,40,0,Auburn Way N & 42nd St NE
57930,106,40,0,Auburn Way N & 45th St NE
57940,106,40,0,Auburn Way N & 49th St NE
57950,106,40,0,Auburn Way N & S 277th St
57960,106,40,0,Central Ave S & S 266th St
57962,106,40,0,Central Ave S & S 262nd St
57990,106,40,0,Central Ave S & S 259th St
58000,106,40,0,Central Ave S & S 259th St
58010,106,40,0,Central Ave S & E Morton St
58020,106,40,0,Central Ave S & E Willis St
58028,165,65,0,West Valley Hwy & Strander Blvd
58040,93,42,0,S 212th St & 59th Pl S
58043,88,39,0,S 212th St & 59th Pl S
58050,93,42,0,S 212th St & Riverview Blvd S
58051,88,39,0,S 212th St & Riverview Blvd S
58060,93,42,0,S 212th St & 42nd Ave S
58061,88,39,0,S 212th St & 42nd Ave S
58074,120,58,0,68th Ave S & S 208th St
58075,120,58,0,68th Ave S & S 204th St
58077,88,39,0,S 212th St & 68th Ave S
58078,88,39,0,S 212th St & 72nd Ave S
58079,88,39,0,S 212th St & 64th Ave S
58080,93,42,0,S 212th St & 68th Ave S
58081,93,42,0,S 212th St & 84th Ave S
58082,93,42,0,S 212th St & 80th Ave S
58083,93,42,0,S 212th St & 76th Ave S
58084,93,42,0,S 212th St & 64th Ave S
58085,120,58,0,68th Ave S & S 212th St
58086,120,58,0,68th Ave S & S 196th St
58087,120,58,0,West Valley Hwy S & S 190th St
58088,171,69,0,S 180th St & Sperry Dr
58090,51,11,0,S 180th St & Andover Park W
58092,51,11,0,S 180th St & Southcenter Pkwy
58094,51,11,0,Southcenter Pkwy & S 180th St
58095,51,11,0,Southcenter Pkwy & 17500 Block
58096,51,11,0,Southcenter Pkwy & Minkler Blvd
58098,51,11,0,Southcenter Pkwy & S 168th St
58099,51,11,0,Southcenter Pkwy & Strander Blvd
58101,51,11,0,Strander Blvd & 61st Pl S
58102,266,123,0,Southcenter Blvd & 62nd Ave S
58104,266,123,0,Southcenter Blvd & 65th Ave S
58109,99,28,0,Strander Blvd & 61st Pl S
58110,123,61,0,Interurban Ave S & Fort Dent Way
58111,161,65,0,Strander Blvd & Andover Park E
58112,267,126,0,Southcenter Blvd & 65th Ave S
58113,161,65,0,Strander Blvd & W Valley Hwy
58114,267,126,0,Southcenter Blvd & 62nd Ave S
58116,47,10,0,Southcenter Pkwy & Strander Blvd
58118,47,10,0,Southcenter Pkwy & S 168th St
58119,47,10,0,Southcenter Pkwy & Minkler Blvd
58121,47,10,0,Southcenter Pkwy & S 175th St
58122,47,10,0,Southcenter Pkwy & S 180th St
58126,47,10,0,S 180th St & Southcenter Pkwy
58130,170,71,0,S 180th St & Andover Park W
58132,170,71,0,S 180th St & Sperry Dr
58134,123,61,0,West Valley Hwy & Todd Blvd
58136,123,61,0,West Valley Hwy S & S 190th St
58138,93,42,0,S 212th St & 72nd Ave S
58140,123,61,0,68th Ave S & S 196th St
58141,88,39,0,S 212th St & 76th Ave S
58142,88,39,0,S 212th St & 84th Ave S
58144,171,72,0,Central Ave N & E James St
58145,123,61,0,68th Ave S & S 208th St
58148,105,40,0,Central Ave S & E Meeker St
58150,105,40,0,Central Ave S & E Russell St
58170,105,40,0,Central Ave S & S 259th St
58180,105,40,0,Central Ave S & S 259th St
58190,105,40,0,Central Ave S & S 262nd St
58210,105,40,0,Central Ave S & S 266th St
58220,105,40,0,Auburn Way N & S 277th St
58230,105,40,0,Auburn Way N & 85th Ave S
58235,105,40,0,Auburn Way N & 42nd St NE
58240,105,40,0,Auburn Way N & 45th St NE
58255,105,40,0,Auburn Way N & 37th St NE
58257,105,40,0,Auburn Way N & 30th St NE
58260,105,40,0,Auburn Way N & 28th St NE
58270,105,40,0,Auburn Way N & 22nd St NE
58310,105,40,0,Auburn Ave & 5th St NE
58320,105,40,0,Auburn Ave & 2nd St NE
58340,98,39,0,15th St SW & C St SW
58341,57,18,0,Super Mall
58342,98,39,0,15th St SW & Market St
58343,57,18,0,Outlet Collection Way SW
58344,64,30,0,15th St SW & O St SW
58345,57,18,0,Supermall Dr & Supermall Acs
58350,17,6,0,Auburn Way S & 2nd St SE
58360,17,6,0,Auburn Way S & 8th St SE
58370,17,6,0,Auburn Way S & 12th St SE
58380,17,6,0,Auburn Way S & M St SE
58389,77,35,0,17th St SE & C St SE
58391,33,12,0,9th Ave S & Saint Francis Hospital
58393,77,35,0,17th St SE & H St SE
58394,77,35,0,17th St SE & K St SE
58400,77,35,0,K St SE & 18th St SE
58410,77,35,0,K St SE & 20th St SE
58481,79,36,0,29th St SE & I St SE
58500,79,36,0,F St SE & 29th St SE
58511,79,36,0,F St SE & 25th St SE
58512,79,36,0,F St SE & Cedar Dr
58513,79,36,0,K St SE & 20th St SE
58514,33,11,0,9th Ave S & S 344th St
58536,19,6,0,Auburn Way S & Muckleshoot Plaza
58537,17,6,0,Auburn Way S & Muckleshoot Plaza
58538,19,6,0,Auburn Way S & Riverwalk Dr SE
58539,17,6,0,Auburn Way S & Riverwalk Dr SE
58540,19,6,0,Griffin Ave & Fell St
58550,19,6,0,Griffin Ave & Pioneer St
58560,19,6,0,Griffin Ave & Garfield St
58570,19,6,0,Griffin Ave & Florence St
58580,19,6,0,Griffin Ave & Farrelly St
58600,87,36,0,S 144th St & Military Rd S
58610,88,36,0,S 144th St & Military Rd S
58650,19,6,0,Auburn-Enumclaw Rd & 196th Ave SE
58730,19,6,0,Auburn Way S & Academy Dr SE
58740,19,6,0,Auburn Way S & 32nd St SE
58750,19,6,0,Auburn Way S & Poplar St SE
58752,19,6,0,Auburn Way S & Poplar St SE
58754,19,6,0,Auburn Way S & Noble Ct SE
58760,19,6,0,Auburn Way S & Hemlock St SE
58777,56,34,0,Veterans Dr & Veterans Dr
58778,57,34,0,Veterans Dr & Riverview Blvd S
58780,19,6,0,Auburn Way S & Dogwood St SE
58781,37,20,0,W Meeker St & Frager Rd
58785,37,20,0,W Meeker St & Frager Rd
58790,17,6,0,Auburn Way S & Dogwood St SE
58796,57,34,0,Kent Des Moines Rd & Military Rd S
58810,17,6,0,Auburn Way S & Hemlock St SE
58811,17,6,0,Auburn Way S & Noble Ct SE
58812,17,6,0,Auburn Way S & Poplar St SE
58820,17,6,0,Auburn Way S & Poplar St SE
58830,17,6,0,Auburn Way S & 32nd St SE
58840,17,6,0,Auburn Way S & Academy Dr SE
58845,17,6,0,Auburn-Enumclaw Rd & SE 368th Pl
58855,19,6,0,Auburn-Enumclaw Rd & 151st Ave SE
58856,17,6,0,Auburn-Enumclaw Rd S & 151st Ave SE
58858,17,6,0,Auburn-Enumclaw Rd & 156th Ave SE
58860,19,6,0,Auburn-Enumclaw Rd & SE 380th Pl
58862,19,6,0,Auburn-Enumclaw Rd & SE 368th Pl
58864,19,6,0,Auburn-Enumclaw Rd & SE 388th St
58865,17,6,0,Auburn-Enumclaw Rd & SE 388th St
58870,19,6,0,Auburn-Enumclaw Rd & SE 392nd St
58872,17,6,0,Auburn-Enumclaw Rd & SE 392nd St
58880,19,6,0,Auburn-Enumclaw Rd & SE 400th St
58882,17,6,0,Auburn-Enumclaw Rd & SE 400th St
58886,17,6,0,Auburn-Enumclaw Rd & SE 408th St
58888,19,6,0,Auburn-Enumclaw Rd & SE 408th St
58900,17,6,0,Auburn-Enumclaw Rd & SE 416th St
58902,19,6,0,Auburn-Enumclaw Rd & SE 416th St
58910,17,6,0,Auburn-Enumclaw Rd & 188th Ave SE
58912,19,6,0,Auburn-Enumclaw Rd & 188th Ave SE
58920,17,6,0,Auburn-Enumclaw Rd & 196th Ave SE
58960,17,6,0,SE 436th St & 228th Ave SE
58962,19,6,0,SE 436th St & 236th Ave SE
58964,19,6,0,SE 436th St & 228th Ave SE
58965,17,6,0,SE 436th St & 236th Ave SE
58980,17,6,0,Griffin Ave & Farrelly St
58990,17,6,0,Griffin Ave & Florence St
59010,17,6,0,Griffin Ave & Pioneer St
59020,17,6,0,Griffin Ave & Montgomery Ave
59029,17,6,0,Griffin Ave & Wells St
59031,17,6,0,Griffin Ave & 1st St
59032,19,6,0,Wells St & Griffin Ave
59033,17,12,0,Griffin Ave & Roosevelt Ave E
59041,19,6,0,Cole St & Stevenson Ave
59047,56,33,0,124th Ave SE & SE 316th St
59050,64,30,0,SE 320th St & 104th Ave SE
59053,56,33,0,124th Ave SE & SE 312th St
59057,56,33,0,124th Ave SE & SE 310th St
59059,56,33,0,124th Ave SE & SE 304th St
59060,64,30,0,112th Ave SE & SE 312th St
59061,56,33,0,124th Ave SE & SE 300th Way
59062,55,32,0,124th Ave SE & SE 282nd St
59063,56,33,0,SE 277th Pl & 124th Ave SE
59064,55,32,0,124th Ave SE & SE 300th Way
59065,56,33,0,124th Ave SE & SE 296th Way
59066,55,32,0,124th Ave SE & SE 296th Way
59067,56,33,0,SE 276th Pl & 127th Ave SE
59069,55,32,0,124th Ave SE & SE 288th Pl
59070,64,30,0,112th Ave SE & SE 320th St
59073,56,33,0,SE 278th Pl & 132nd Ave SE
59077,56,33,0,132nd Ave SE & SE 274th St
59084,64,30,0,Lea Hill Rd SE & 106th Pl SE
59086,64,30,0,Lea Hill Rd SE & 107th Pl SE
59094,64,30,0,112th Ave SE & SE 316th Pl
59096,64,30,0,112th Ave SE & SE 315th St
59110,64,30,0,8th St NE & Pike St NE
59120,64,30,0,M St NE & 6th St NE
59171,63,31,0,E Main St & D St SE
59173,63,31,0,E Main St & H St SE
59174,63,31,0,E Main St & K St SE
59175,63,31,0,M St NE & E Main St
59176,64,30,0,M St NE & 4th St NE
59177,64,30,0,M St NE & 1st St NE
59178,64,30,0,E Main St & K St NE
59200,63,31,0,M St NE & 4th St NE
59210,63,31,0,M St NE & 6th St NE
59220,63,31,0,8th St NE & Henry Rd
59240,63,31,0,SE 320th St & 104th Pl SE
59250,63,31,0,112th Ave SE & Lea Hill Rd SE
59252,63,31,0,112th Ave SE & SE 316th Pl
59254,63,31,0,112th Ave SE & SE 316th Pl
59260,63,31,0,112th Ave SE & SE 320th St
59270,63,31,0,SE 320th St & 116th Ave SE
59272,118,63,0,SE 320th St & 118th Ave SE
59282,238,126,0,SE 320th St & 122nd Ave SE
59284,63,31,0,Lea Hill Rd SE & 106th Pl SE
59286,63,31,0,Lea Hill Rd SE & 107th Pl SE
59310,146,65,0,Andover Park W & Baker Blvd - Bay 2
59312,362,142,0,Andover Park W & Baker Blvd - Bay 1
59314,144,65,0,Andover Park W & Baker Blvd - Bay 3
59316,207,94,0,Andover Park W & Baker Blvd - Bay 4
59320,123,61,0,Andover Park W & Strander Blvd
59330,123,61,0,Andover Park W & Corporate Dr N
59340,123,61,0,Andover Park W & Minkler Blvd
59350,123,61,0,Andover Park W & Midland Dr
59353,47,10,0,S 180th St & 72nd Ave S
59354,47,10,0,SW 43rd St & Oakesdale Ave SW
59356,47,10,0,SW 43rd St & Oakesdale Ave SW
59357,47,10,0,SW 43rd St & Oakesdale Ave SW
59358,74,10,0,SW 43rd St & Lind Ave SW
59359,47,10,0,SW 43rd St & E Valley Hwy
59370,148,48,0,S Carr Rd & Talbot Rd S
59380,148,48,0,S Carr Rd & Smithers Ave S
59390,148,48,0,SE Carr Rd & 103rd Ave SE
59400,148,48,0,SE Carr Rd & 106th Pl SE
59410,47,10,0,SE Petrovitsky Rd & 108th Ave SE
59420,47,10,0,SE Petrovitsky Rd & 110th Ave SE
59430,47,10,0,SE Petrovitsky Rd & 113th Pl SE
59441,47,10,0,SE Petrovitsky Rd & 122nd Pl SE
59442,51,11,0,SE Petrovitsky Rd & 122nd Pl SE
59443,47,10,0,SE Petrovitsky Rd & 118th Ave SE
59444,51,11,0,SE Petrovitsky Rd & 118th Ave SE
59460,47,13,0,SE 168th St & 116th Ave SE
59480,47,13,0,SE 168th St & 120th Ave SE
59490,47,13,0,SE 168th St & 122nd Ave SE
59500,47,13,0,SE 168th St & 124th Ave SE
59510,47,13,0,SE 168th St & 126th Ave SE
59552,105,23,0,SE Petrovitsky Rd & 140th Ave SE
59555,46,10,0,SE Petrovitsky Rd & 134th Ave SE
59560,42,13,0,140th Ave SE & SE Petrovitsky Rd
59570,42,13,0,140th Ave SE & SE 171st Way
59580,42,13,0,SE Fairwood Blvd & 139th Pl SE
59590,42,13,0,SE Fairwood Blvd & 138th Ave SE
59600,42,13,0,SE Fairwood Blvd & 134th Ave SE
59610,42,13,0,SE 164th St & 131st Ave SE
59630,42,13,0,SE 164th St & 128th Pl SE
59710,47,13,0,116th Ave SE & SE 20th Pl
59712,47,13,0,116th Ave SE & SE 168th St
59716,47,13,0,116th Ave SE & SE 164th St
59718,47,13,0,116th Ave SE & SE 160th St
59720,47,13,0,Edmonds Ave SE & Edmonds Way SE
59724,47,13,0,Puget Dr SE & Royal Hills Dr SE
59730,83,26,0,SE Royal Hills Dr & Lake Youngs Way SE
59740,83,26,0,SE Royal Hills Dr & Gem Dr SE
59750,83,26,0,SE Royal Hills Dr & Harader Dr SE
59751,83,26,0,SE Royal Hills Dr & Harrington Pl SE
59760,83,26,0,Royal Hills Dr SE & Lake Youngs Way SE
59772,47,13,0,Puget Dr SE & SE 16th Pl
59773,157,78,0,W James St & Lincoln Ave N
59785,47,13,0,S Puget Dr & Rolling Hills Ave SE
59800,47,13,0,S Puget Dr & Grant Ave S
59810,47,13,0,S Puget Dr & Benson Rd S
59828,100,37,0,S 21st St & Smithers Ave S
59830,147,50,0,Talbot Rd S & S Renton Village Pl
59833,165,65,0,Strander Blvd & Andover Park E
59839,188,70,0,Lake Ave S & S Grady Way - Bay 4
59841,303,96,0,Sr 515 & South Grady Way
59842,177,51,0,South Renton Park & Ride - Bay 1
59860,268,102,0,Rainier Ave S & S 7th St
59868,146,65,0,SW 16th St & Lind Ave SW
59870,255,102,0,Rainier Ave S & S 4th Pl
59872,146,65,0,Oakesdale Ave SW & Boeing Cag
59873,144,65,0,Oakesdale Ave SW & Boeing Cag
59876,146,65,0,SW 27th St & Naches Ave SW
59877,144,65,0,SW 27th St & Naches Ave SW
59881,180,65,0,Tukwila Station Acs & S Longacres Way - Bay 1
59882,146,65,0,Tukwila Station Acs & S Longacres Way - Bay 2
59891,253,103,0,Rainier Ave S & S 3rd Pl
59902,137,38,0,S 7th St & Rainier Ave S
59934,101,38,0,Sr 515 & S 15th St
59936,101,38,0,S 21st St & Smithers Ave S
59938,148,51,0,Talbot Rd S & S Renton Village Pl
59944,101,38,0,Talbot Rd S & S 23rd St
59945,101,38,0,Talbot Rd S & S 26th St
59946,101,38,0,Talbot Rd S & S 27th Pl
59947,101,38,0,Talbot Rd S & S 36th St
59948,101,38,0,Talbot Rd S & S 177th St
59949,101,38,0,Talbot Rd S & S Carr Rd
59950,47,13,0,S Puget Dr & Talbot Rd S
59951,101,38,0,Talbot Rd S & S 32nd St
59960,47,13,0,S Puget Dr & Benson Rd S
59971,47,13,0,S Puget Dr & Grant Ave S
59974,47,13,0,Puget Dr SE & Jones Pl SE
59976,47,13,0,Puget Dr SE & SE 19th St
60001,83,26,0,Royal Hills Dr SE & Edmonds Ave SE
60010,47,13,0,Edmonds Ave SE & SE 16th St
60020,47,13,0,116th Ave SE & SE 20th Pl
60022,47,13,0,116th Ave SE & SE 160th St
60026,47,13,0,116th Ave SE & SE 164th St
60100,41,13,0,SE 164th St & 128th Ave SE
60120,41,13,0,SE 164th St & 131st Ave SE
60130,41,13,0,SE Fairwood Blvd & 134th Ave SE
60140,41,13,0,SE Fairwood Blvd & 138th Ave SE
60150,41,13,0,SE Fairwood Blvd & 140th Ave SE
60161,181,47,0,SE 177th St & 140th Ave SE
60177,56,11,0,SE Petrovitsky Rd & 134th Ave SE
60184,47,10,0,SE Petrovitsky Rd & 128th Ave SE
60185,56,11,0,SE Petrovitsky Rd & 140th Ave SE
60186,51,11,0,SE Petrovitsky Rd & 128th Ave SE
60220,47,13,0,SE 168th St & 127th Ave SE
60230,47,13,0,SE 168th St & 125th Ave SE
60240,47,13,0,SE 168th St & 122nd Ave SE
60250,47,13,0,SE 168th St & 120th Ave SE
60260,47,13,0,SE 168th St & 117th Ave SE
60300,51,11,0,SE Petrovitsky Rd & 113th Pl SE
60310,51,11,0,SE Petrovitsky Rd & 110th Ave SE
60320,151,48,0,SE Carr Rd & 108th Ave SE
60340,151,48,0,SE Carr Rd & 103rd Ave SE
60350,151,48,0,SE Carr Rd & 98th Ave S
60359,100,37,0,Talbot Rd S & S 32nd St
60360,51,11,0,S 43rd St & Talbot Rd S
60361,100,37,0,Talbot Rd S & S Carr Rd
60362,100,37,0,Talbot Rd S & S 177th St
60363,100,37,0,Talbot Rd S & S 37th St
60364,100,37,0,Talbot Rd S & S 27th Pl
60366,100,37,0,Talbot Rd S & S 23rd St
60367,100,37,0,Talbot Rd S & S 26th St
60370,79,11,0,SW 43rd St & E Valley Hwy
60372,51,11,0,SW 43rd St & Oakesdale Ave SW
60374,51,11,0,SW 43rd St & Lind Ave SW
60375,51,11,0,SW 43rd St & Oakesdale Ave SW
60376,51,11,0,SW 43rd St & Oakesdale Ave SW
60378,51,11,0,S 180th St & 72nd Ave S
60380,120,58,0,Andover Park W & S 180th St
60400,120,58,0,Andover Park W & Midland Dr
60410,120,58,0,Andover Park W & Minkler Blvd
60420,120,58,0,Andover Park W & Corporate Dr N
60428,120,58,0,Andover Park W & Strander Blvd
60435,51,11,0,Baker Blvd & Andover Park W
60450,55,32,0,132nd Ave SE & SE 256th St
60453,71,33,0,Lake Meridian Park And Ride
60454,55,32,0,132nd Ave SE & SE 260th St
60455,55,32,0,132nd Ave SE & SE 263rd Pl
60456,55,32,0,132nd Ave SE & SE 266th St
60457,55,32,0,132nd Ave SE & SE 268th St
60459,81,36,0,Kent Kangley Rd & 132nd Ave SE
60461,81,36,0,Kent Kangley Rd & 127th Ave SE
