stop_id,holiday_adjusted,other,weekday_only,stop_name
100,254,166,0,1st Ave & Spring St
101,254,166,0,Spring St & 3rd Ave
102,362,326,0,Spring St & 4th Ave
103,254,166,0,Spring St & 8th Ave
104,254,166,0,Madison St & Terry Ave
105,254,166,0,Madison St & Boylston Ave
106,254,166,0,E Madison St & 12th Ave
107,357,217,0,E Madison St & 17th Ave
108,254,166,0,E Madison St & 22nd Ave E
109,503,285,0,E Madison St & 24th Ave E
111,504,285,0,E Madison St & Martin L King Jr Way E
120,502,349,72,E Madison St & Martin L King Jr Way E
121,254,166,0,E Madison St & 23rd Ave E
122,254,166,0,E Madison St & 22nd Ave E
123,357,217,0,E Madison St & 17th Ave
124,254,166,0,E Madison St & 12th Ave
125,254,166,0,Madison St & Boylston Ave
126,254,166,0,Madison St & Terry Ave
127,254,166,0,Madison St & 8th Ave
128,254,166,0,Madison St & 5th Ave
129,254,166,0,Madison St & 3rd Ave
280,99,27,0,2nd Ave & Stewart St
300,242,94,0,2nd Ave & Pike St
320,234,85,0,2nd Ave & Seneca St
340,242,94,0,2nd Ave & Marion St
360,234,85,0,2nd Ave & Cherry St
361,238,94,0,2nd Ave & James St
375,234,85,0,2nd Ave Ext S & Yesler Way
390,238,94,0,2nd Ave Ext S & S Jackson St
400,1213,510,0,3rd Ave & Bell St
420,1882,803,0,3rd Ave & Virginia St
430,1322,577,0,3rd Ave & Pine St
431,742,306,0,3rd Ave & Pike St
433,570,244,0,3rd Ave & Pike St
450,1387,608,0,3rd Ave & Union St
468,1312,550,0,3rd Ave & Seneca St
480,1279,540,0,3rd Ave & Marion St
481,453,188,0,3rd Ave & Columbia St
490,859,362,0,3rd Ave & Cherry St
500,1062,459,0,3rd Ave & James St
510,150,65,0,S Washington St & 3rd Ave S
515,1298,549,0,3rd Ave S & S Main St
531,732,322,0,3rd Ave & James St
538,1406,595,0,3rd Ave & Columbia St
539,261,106,0,3rd Ave & Marion St
548,940,405,0,3rd Ave & Madison St
558,1667,701,0,3rd Ave & Seneca St
570,940,405,0,3rd Ave & Union St
575,1777,767,0,3rd Ave & Pike St
590,932,403,0,3rd Ave & Pine St
600,1956,831,0,3rd Ave & Virginia St
605,1199,517,0,3rd Ave & Bell St
619,541,230,0,4th Ave S & S Jackson St
620,559,206,0,4th Ave S & S Jackson St
625,34,9,0,S Washington St & 4th Ave S
626,200,96,0,S Washington St & 5th Ave S
628,233,83,0,4th Ave S & S Washington St
640,326,123,0,4th Ave & James St
648,233,83,0,4th Ave & Cherry St
660,326,123,0,4th Ave & Madison St
670,233,83,0,4th Ave & Seneca St
691,343,148,0,4th Ave & Union St
700,427,149,0,4th Ave & Pike St
720,77,26,0,4th Ave & Stewart St
730,74,26,0,4th Ave & Lenora St
760,120,31,0,5th Ave & Pine St
790,120,31,0,5th Ave & Seneca St
810,128,31,0,5th Ave & Marion St
820,128,31,0,5th Ave & Jefferson St
844,291,101,0,5th Ave S & S Weller St
880,374,174,0,Virginia St & 6th Ave
900,188,79,0,Virginia St & 9th Ave
905,344,125,0,Stewart St & Yale Ave N
940,518,204,0,Stewart St & 9th Ave
950,518,204,0,Stewart St & 7th Ave
970,224,94,0,Stewart St & 4th Ave
992,224,91,0,Howell St & 9th Ave
1040,240,91,0,Olive Way & 6th Ave
1050,135,32,0,Olive Way & 8th Ave
1070,119,32,0,Olive Way & Terry Ave
1085,814,394,0,Pine St & 9th Ave
1110,497,241,0,Pine St & 5th Ave
1120,440,210,0,Pine St & 4th Ave
1180,497,241,0,Pike St & 4th Ave
1190,629,298,0,Pike St & 6th Ave
1195,497,241,0,Pike St & 7th Ave
1215,135,58,0,Union St & 5th Ave
1230,135,58,0,Union St & 4th Ave
1250,110,66,0,Seneca St & 4th Ave
1260,118,66,0,Seneca St & 6th Ave
1340,47,25,0,Yesler Way & Prefontaine Pl S
1350,47,25,0,Yesler Way & 6th Ave S
1360,47,25,0,Yesler Way & 5th Ave
1370,62,50,0,Yesler Way & 3rd Ave
1471,739,317,0,S Jackson St & 5th Ave S
1480,759,345,0,S Jackson St & Maynard Ave S
1490,686,318,0,S Jackson St & 8th Ave S
1500,681,313,0,S Jackson St & 8th Ave S
1510,658,310,0,S Jackson St & Maynard Ave S
1530,738,328,0,S Jackson St & 5th Ave S
1540,222,79,0,James St & 5th Ave
1550,222,79,0,James St & 4th Ave
1551,217,132,0,Occidental Mall
1558,457,188,0,Columbia St & Alaskan Way
1559,469,189,0,Alaskan Way & Columbia St
1560,217,81,0,James St & 3rd Ave
1561,469,189,0,Alaskan Way S & S Jackson St
1562,457,188,0,Alaskan Way S & S Jackson St
1570,217,81,0,James St & 5th Ave
1610,1184,516,0,Prefontaine Pl S & Yesler Way
1619,113,57,0,Westlake And 7th
1630,113,57,0,Westlake Hub
1651,107,65,0,5th & Jackson
1652,110,67,0,5th & Jackson
1661,107,65,0,7th & Jackson
1662,110,67,0,7th & Jackson
1671,107,65,0,12th & Jackson
1672,110,67,0,12th & Jackson
1681,107,65,0,14th & Washington
1682,110,67,0,14th & Washington
1690,680,287,0,3rd Ave & Vine St
1710,192,77,0,Terrace St & 5th Ave
1889,20,40,0,Vashon Island Water Taxi & Colman Dock
1907,64,128,0,West Seattle Water Taxi & Colman Dock
1920,73,27,0,Lenora St & 4th Ave
2010,208,76,0,10th Ave W & W Armour St
2020,104,38,0,10th Ave W & W Bothwell St
2030,104,38,0,10th Ave W & W Halladay St
2050,104,38,0,10th Ave W & W Mcgraw St
2060,104,38,0,10th Ave W & W Crockett St
2070,104,38,0,10th Ave W & W Howe St
2080,104,38,0,10th Ave W & W Blaine St
2090,104,38,0,10th Ave W & W Galer St
2100,104,38,0,Olympic Way W & W Lee St
2110,104,38,0,Olympic Way W & 9th Ave W
2120,104,38,0,Olympic Way W & 7th Ave W
2130,104,38,0,Olympic Way W & 5th Ave W
2140,104,38,0,W Olympic Pl & 3rd Ave W
2150,104,38,0,W Roy St & 2nd Ave W
2180,476,212,0,Queen Anne Ave N & W Harrison St
2200,591,254,0,Queen Anne Ave N & W John St
2220,930,412,0,3rd Ave & Cedar St
2244,516,233,0,Denny Way & 2nd Ave N
2245,139,68,0,Denny Way & 5th Ave N
2249,137,132,72,Denny Way & 7th Ave N
2250,139,68,0,Denny Way & Dexter Ave
2255,139,68,0,Denny Way & Westlake Ave
2260,139,68,0,Denny Way & Fairview Ave
2262,139,68,0,Denny Way & Stewart St
2264,139,68,0,E Denny Way & Melrose Ave
2275,137,132,72,E Denny Way & Bellevue Ave E
2285,137,132,72,Denny Way & Fairview Ave N
2291,137,132,72,Denny Way & Westlake Ave
2295,0,132,72,Denny Way & Dexter Ave N
2297,0,132,72,Denny Way & 6th Ave N
2300,137,132,72,Denny Way & 5th Ave N
2320,104,38,0,1st Ave & Broad St
2330,589,320,72,1st Ave N & Denny Way
2360,589,320,72,1st Ave N & Republican St
2361,79,36,0,Republican St & 1st Ave N
2370,513,285,72,Mercer St & Queen Anne Ave N
2390,104,38,0,2nd Ave W & W Roy St
2400,104,38,0,W Olympic Pl & 3rd Ave W
2410,104,38,0,W Olympic Pl & 5th Ave W
2420,104,38,0,Olympic Way W & 7th Ave W
2430,104,38,0,Olympic Way W & W Prospect St
2440,104,38,0,Olympic Way W & W Lee St
2450,104,38,0,10th Ave W & W Galer St
2460,104,38,0,10th Ave W & W Blaine St
2470,104,38,0,10th Ave W & W Howe St
2480,104,38,0,10th Ave W & W Crockett St
2490,104,38,0,10th Ave W & W Mcgraw St
2500,104,38,0,10th Ave W & W Halladay St
2510,104,38,0,10th Ave W & W Newell St
2520,104,38,0,9th Ave W & W Armour St
2550,150,70,0,7th Ave W & W Pleasant Pl
2570,75,35,0,W Mcgraw St & 6th Ave W
2580,75,35,0,6th Ave W & W Crockett St
2590,75,35,0,6th Ave W & W Howe St
2600,75,35,0,6th Ave W & W Blaine St
2610,75,35,0,6th Ave W & W Galer St
2620,75,35,0,W Galer St & 5th Ave W
2630,75,35,0,W Galer St & 2nd Ave W
2640,154,70,0,Queen Anne Ave N & W Galer St
2660,154,70,0,Queen Anne Ave N & W Highland Dr
2670,154,70,0,Queen Anne Ave N & W Prospect St
2672,670,290,0,Queen Anne Ave N & W Mercer St
2680,154,70,0,Queen Anne Ave N & W Aloha St
2690,155,71,0,1st Ave N & Mercer St
2710,155,71,0,Queen Anne Ave N & Aloha St
2720,155,71,0,Queen Anne Ave N & Ward St
2730,155,71,0,Queen Anne Ave N & Highland Dr
2740,155,71,0,Queen Anne Ave N & W Lee St
2760,75,35,0,W Galer St & 1st Ave W
2770,75,35,0,W Galer St & 3rd Ave W
2780,75,35,0,W Galer St & 5th Ave W
2790,75,35,0,6th Ave W & W Garfield St
2800,75,35,0,6th Ave W & W Howe St
2810,75,35,0,6th Ave W & W Crockett St
2820,75,35,0,6th Ave W & W Mcgraw St
2830,75,35,0,6th Ave W & W Smith St
2840,75,35,0,6th Ave W & W Raye St
2850,218,134,0,Madrona Park & Lake Washington Blvd
2860,110,66,0,Madrona Dr & Newport Way
2870,110,66,0,Madrona Dr & E Pine St
2880,110,66,0,Madrona Dr & E Olive St
2890,110,66,0,Madrona Dr & Madrona Pl E
2900,110,66,0,E Denny Way & E Florence Ct
2910,110,66,0,34th Ave & E Howell St
2911,110,66,0,34th Ave & E Olive St
2920,110,66,0,34th Ave & E Pine St
2930,110,66,0,34th Ave & E Union St
2940,111,66,0,E Union St & 33rd Ave
2950,110,66,0,E Union St & 31st Ave
2960,110,66,0,E Union St & 29th Ave
2970,110,66,0,E Union St & 27th Ave
2980,110,66,0,E Union St & 25th Ave
2995,110,66,0,E Union St & 23rd Ave
3000,110,66,0,E Union St & 20th Ave
3010,110,66,0,E Union St & 18th Ave
3030,110,66,0,E Union St & 14th Ave
3032,110,66,0,E Union St & Broadway
3033,110,66,0,Seneca St & Harvard Ave
3034,110,66,0,Seneca St & Summit Ave
3035,110,66,0,Seneca St & Boren Ave
3036,118,66,0,Seneca St & Terry Ave
3037,156,99,0,Seneca St & 8th Ave
3150,116,68,0,Seneca St & 8th Ave
3151,108,68,0,Seneca St & 9th Ave
3152,108,68,0,Seneca St & Boren Ave
3153,108,68,0,Seneca St & Summit Ave
3154,108,68,0,Seneca St & Boylston Ave
3155,108,68,0,E Union St & Broadway
3156,108,68,0,E Madison St & 12th Ave
3160,108,68,0,E Union St & 13th Ave
3190,108,68,0,E Union St & 18th Ave
3200,108,68,0,E Union St & 20th Ave
3210,108,68,0,E Union St & 23rd Ave
3220,108,68,0,E Union St & 26th Ave
3230,108,68,0,E Union St & Martin L King Jr Way
3240,108,68,0,E Union St & 30th Ave
3250,109,68,0,E Union St & 32nd Ave
3271,108,68,0,34th Ave & E Olive St
3280,108,68,0,34th Ave & E Howell St
3293,108,68,0,34th Ave & E Pike St
3300,108,68,0,Madrona Dr & 38th Ave
3310,108,68,0,Madrona Dr & E Olive St
3320,108,68,0,Madrona Dr & E Pine St
3330,108,68,0,Madrona Dr & Newport Way
3380,225,111,0,Beacon Ave S & S Columbian Way
3400,225,111,0,Beacon Ave S & Veterans Administration Hospital
3410,225,111,0,Beacon Ave S & Jefferson Golf Course
3420,225,111,0,Beacon Ave S & Jefferson Community Center
3430,225,111,0,Beacon Ave S & S Spokane St
3450,225,111,0,Beacon Ave S & S Hanford St
3460,225,111,0,Beacon Ave S & S Stevens St
3470,374,175,0,Beacon Ave S & S Lander St
3484,374,175,0,Beacon Ave S & 15th Ave S
3500,374,175,0,14th Ave S & S Hill St
3515,374,175,0,14th Ave S & S Holgate St
3530,374,175,0,S Massachusetts St & 14th Ave S
3541,374,175,0,12th Ave S & S Massachusetts St
3550,374,175,0,12th Ave S & S Atlantic St
3570,374,175,0,12th Ave S & S Judkins St
3580,374,175,0,S Charles St & Golf Dr S
3589,374,175,0,12th Ave S & S Weller St
3600,780,349,0,S Jackson St & 12th Ave S
3700,369,175,0,12th Ave S & S Jackson St
3710,369,175,0,12th Ave S & S Weller St
3735,369,175,0,14th Ave S & Golf Dr S
3760,369,175,0,14th Ave S & S Massachusetts St
3770,369,175,0,14th Ave S & S Holgate St
3778,369,175,0,14th Ave S & S Hill St
3800,369,175,0,Beacon Ave S & S Bayview St
3810,512,251,0,Beacon Ave S & S Lander St
3820,225,111,0,Beacon Ave S & S Stevens St
3830,225,111,0,Beacon Ave S & S Hanford St
3860,225,111,0,Beacon Ave S & S Spokane St
3870,225,111,0,Beacon Ave S & Jefferson Community Center
3880,225,111,0,Beacon Ave S & Jefferson Golf Course
3881,225,111,0,Beacon Ave S & Veterans Administration Hospital
3883,225,111,0,Beacon Ave S & S Columbian Way
3910,195,77,0,W Mcgraw St & 2nd Ave W
3920,195,77,0,Queen Anne Ave N & W Mcgraw St
3930,116,42,0,Boston St & Queen Anne Ave N
3940,116,42,0,Boston St & Warren Ave N
3950,116,42,0,Boston St & Nob Hill Ave N
3960,116,42,0,Boston St & Bigelow Ave N
3980,116,42,0,5th Ave N & Newton St
3990,116,42,0,Taylor Ave N & 5th Ave N
4000,116,42,0,Taylor Ave N & Garfield St
4010,116,42,0,Taylor Ave N & Lee St
4020,116,42,0,Taylor Ave N & Prospect St
4040,116,42,0,5th Ave N & Valley St
4050,116,42,0,5th Ave N & Republican St
4070,116,42,0,5th Ave N & Broad St
4080,116,42,0,5th Ave N & Denny Way
4200,116,42,0,Cedar St & Denny Way
4220,116,42,0,5th Ave N & Broad St
4230,116,42,0,5th Ave N & Republican St
4245,116,42,0,Valley St & Taylor Ave N
4265,116,42,0,Taylor Ave N & Prospect St
4280,116,42,0,Taylor Ave N & Lee St
4290,116,42,0,Taylor Ave N & Galer St
4300,116,42,0,Taylor Ave N & 5th Ave N
4325,116,42,0,5th Ave N & Newton St
4340,116,42,0,Boston St & 4th Ave N
4355,116,42,0,Boston St & 2nd Ave N
4370,116,42,0,Boston St & 1st Ave N
4465,80,36,0,Queen Anne Ave N & Garfield St
4490,80,36,0,Queen Anne Ave N & Crockett St
4500,79,35,0,Queen Anne Ave N & W Crockett St
5330,299,144,0,N 85th St & Greenwood Ave N
5350,299,144,0,N 85th St & Fremont Ave N
5370,299,144,0,N 85th St & Aurora Ave N
5380,299,144,0,N 85th St & Stone Ave N
5400,149,69,0,N 85th St & Wallingford Ave N
5402,147,67,0,NE 42nd St & 8th Ave NE
5420,295,142,0,N 85th St & Wallingford Ave N
5440,295,142,0,N 85th St & Stone Ave N
5450,295,142,0,N 85th St & Aurora Ave N
5470,295,142,0,N 85th St & Fremont Ave N
5486,202,96,0,Greenwood Ave N & N Greenwood Dr
5487,202,96,0,Carlyle Hall Rd N & Dayton Ave N
5488,202,97,0,Carlyle Hall Rd N & Dayton Ave N
5489,202,97,0,Greenwood Ave N & N Greenwood Dr
5492,203,87,0,Shoreline Community College
5493,404,193,0,Shoreline Community College
5502,437,207,0,N Innis Arden Way & Greenwood Ave N
5550,182,79,0,Greenwood Ave N & N 145th St
5560,182,79,0,Greenwood Ave N & N 143rd St
5580,182,79,0,Greenwood Ave N & N 137th St
5590,182,79,0,Greenwood Ave N & N 134th St
5610,107,47,0,Greenwood Ave N & N 130th St
5630,107,47,0,Greenwood Ave N & N 125th St
5640,107,47,0,Greenwood Ave N & N 122nd St
5660,107,47,0,Greenwood Ave N & N 117th St
5670,107,47,0,Greenwood Ave N & N 115th St
5690,107,47,0,Greenwood Ave N & N 110th St
5710,107,47,0,Greenwood Ave N & Holman Rd N
5730,107,47,0,Greenwood Ave N & N 100th St
5740,107,47,0,Greenwood Ave N & N 97th St
5765,107,47,0,Greenwood Ave N & N 92nd St
5770,107,47,0,Greenwood Ave N & N 90th St
5771,107,47,0,Greenwood Ave N & N 87th St
5790,107,47,0,Greenwood Ave N & N 85th St
5810,107,47,0,Greenwood Ave N & N 80th St
5820,107,47,0,Greenwood Ave N & N 78th St
5830,107,47,0,Greenwood Ave N & N 76th St
5840,107,47,0,Greenwood Ave N & N 74th St
5860,107,47,0,Greenwood Ave N & N 70th St
5875,107,47,0,Phinney Ave N & N 67th St
5880,107,47,0,Phinney Ave N & N 65th St
5900,107,47,0,Phinney Ave N & N 61st St
5910,107,47,0,Phinney Ave N & N 59th St
5930,107,47,0,Phinney Ave N & N 55th St
5940,107,47,0,Phinney Ave N & N 54th St
5960,107,47,0,Phinney Ave N & N 50th St
5980,107,47,0,Phinney Ave N & N 46th St
6000,107,47,0,N 43rd St & Phinney Ave N
6020,107,47,0,N 43rd St & Fremont Ave N
6030,107,47,0,Fremont Ave N & N 41st St
6040,107,47,0,Fremont Ave N & N 39th St
6050,176,73,0,Aurora Ave N & N 38th St
6060,107,47,0,Aurora Ave N & Halladay St
6070,419,175,0,Aurora Ave N & Lynn St
6071,94,210,0,Seacrest Marina & Harbor Ave SW
6072,92,180,0,Harbor Ave SW & California Way SW
6080,107,47,0,Aurora Ave N & Crockett St
6100,419,175,0,Aurora Ave N & Galer St
6120,107,47,0,Aurora Ave N & Prospect St
6176,419,175,0,7th Ave N & Thomas St
6190,143,68,0,7th Ave & Blanchard St
6220,144,67,0,7th Ave & Blanchard St
6236,413,174,0,7th Ave N & Denny Way
6237,413,174,0,7th Ave N & Harrison St
6240,144,67,0,Dexter Ave N & Denny Way
6290,106,45,0,Aurora Ave N & Prospect St
6300,413,174,0,Aurora Ave N & Galer St
6310,106,45,0,Aurora Ave N & Crockett St
6320,413,174,0,Aurora Ave N & Lynn St
6330,106,45,0,Aurora Ave N & Halladay St
6340,174,71,0,Aurora Ave N & N 38th St
6360,106,45,0,Fremont Ave N & N 39th St
6380,106,45,0,Fremont Ave N & N 41st St
6400,106,45,0,N 43rd St & Fremont Ave N
6420,106,45,0,Phinney Ave N & N 43rd St
6440,106,45,0,Phinney Ave N & N 46th St
6460,106,45,0,Phinney Ave N & N 50th St
6480,106,45,0,Phinney Ave N & N 53rd St
6490,106,45,0,Phinney Ave N & N 55th St
6510,106,45,0,Phinney Ave N & N 58th St
6520,106,45,0,Phinney Ave N & N 60th St
6540,106,45,0,Phinney Ave N & N 64th St
6550,106,45,0,Phinney Ave N & N 67th St
6565,106,45,0,Greenwood Ave N & N 68th St
6580,106,45,0,Greenwood Ave N & N 72nd St
6590,106,45,0,Greenwood Ave N & N 75th St
6600,106,45,0,Greenwood Ave N & N 77th St
6615,106,45,0,Greenwood Ave N & N 80th St
6640,256,120,0,Greenwood Ave N & N 85th St
6650,256,120,0,Greenwood Ave N & N 87th St
6658,150,75,0,NW 90th St & 1st Ave NW
6660,106,45,0,Greenwood Ave N & N 90th St
6670,106,45,0,Greenwood Ave N & N 92nd St
6685,106,45,0,Greenwood Ave N & N 97th St
6693,106,45,0,Greenwood Ave N & N 100th St
6710,106,45,0,Greenwood Ave N & N 103rd St
6730,106,45,0,Greenwood Ave N & N 107th St
6740,106,45,0,Greenwood Ave N & N 110th St
6750,106,45,0,Greenwood Ave N & N 112th St
6770,106,45,0,Greenwood Ave N & N 117th St
6790,106,45,0,Greenwood Ave N & N 122nd St
6800,106,45,0,Greenwood Ave N & N 125th St
6820,180,76,0,Greenwood Ave N & N 130th St
6840,180,76,0,Greenwood Ave N & N 134th St
6850,180,76,0,Greenwood Ave N & N 137th St
6870,180,76,0,Greenwood Ave N & N 143rd St
6880,180,76,0,Greenwood Ave N & N 145th St
6940,362,173,0,N Innis Arden Way & Greenwood Ave N
6950,243,102,0,Aurora Ave N & N 145th St
6990,243,102,0,Aurora Ave N & N 135th St
7000,243,102,0,Aurora Ave N & N 130th St
7010,243,102,0,Aurora Ave N & N 125th St
7040,243,102,0,Aurora Ave N & N 115th St
7080,243,102,0,Aurora Ave N & N 105th St
7100,243,102,0,Aurora Ave N & N 100th St
7120,243,102,0,Aurora Ave N & N 95th St
7140,243,102,0,Aurora Ave N & N 90th St
7160,243,102,0,Aurora Ave N & N 85th St
7180,243,102,0,Aurora Ave N & N 80th St
7200,243,102,0,Aurora Ave N & N 76th St
7210,243,102,0,Aurora Ave N & N 65th St
7350,143,68,0,Stone Way N & N 45th St
7360,143,68,0,Stone Way N & N 43rd St
7380,143,68,0,Stone Way N & N 40th St
7382,143,68,0,Stone Way N & N 38th St
7430,595,248,0,Wall St & 5th Ave
7498,144,67,0,Stone Way N & N 38th St
7500,144,67,0,Stone Way N & N 40th St
7520,144,67,0,Stone Way N & N 42nd St
7530,144,67,0,Stone Way N & N Allen Pl
7630,239,103,0,Woodland Pl N & N 65th St
7670,239,103,0,Linden Ave N & N 72nd St
7690,239,103,0,Aurora Ave N & N 76th St
7710,239,103,0,Aurora Ave N & N 80th St
7730,239,103,0,Aurora Ave N & N 85th St
7750,239,103,0,Aurora Ave N & N 91st St
7770,239,103,0,Aurora Ave N & N 95th St
7790,239,103,0,Aurora Ave N & N 100th St
7810,239,103,0,Aurora Ave N & N Northgate Way
7850,239,103,0,Aurora Ave N & N 115th St
7880,239,103,0,Aurora Ave N & N 125th St
7900,239,103,0,Aurora Ave N & N 130th St
7912,239,103,0,Aurora Ave N & N 135th St
7950,61,34,0,62nd Ave S & S Prentice St
7960,61,34,0,S Prentice St & 64th Ave S
7970,61,34,0,64th Ave S & S Ryan St
7980,61,34,0,64th Ave S & S Cooper St
8000,61,34,0,Waters Ave S & S Norfolk St
8010,61,34,0,Waters Ave S & S Pilgrim St
8030,61,34,0,Waters Ave S & S Carver St
8040,61,34,0,57th Ave S & Waters Ave S
8050,286,140,0,Rainier Ave S & Seward Park Ave S
8070,286,140,0,Rainier Ave S & 52nd Ave S
8080,548,272,0,Rainier Ave S & S Fisher Pl
8090,286,140,0,Rainier Ave S & S Henderson St
8100,231,106,0,Rainier Ave S & Cloverdale Pl S
8110,231,106,0,Rainier Ave S & S Rose St
8140,231,106,0,Rainier Ave S & S Holden St
8160,231,106,0,Rainier Ave S & S Othello St
8175,231,106,0,Rainier Ave S & S Frontenac St
8190,231,106,0,Rainier Ave S & S Holly St
8210,231,106,0,Rainier Ave S & S Graham St
8231,225,106,0,Rainier Ave S & S Kenny St
8250,231,106,0,Rainier Ave S & S Orcas St
8270,225,106,0,Rainier Ave S & S Brandon St
8285,225,106,0,Rainier Ave S & 39th Ave S
8300,231,106,0,Rainier Ave S & S Edmunds St
8310,314,143,0,Rainier Ave S & S Alaska St
8330,231,106,0,Rainier Ave S & S Genesee St
8350,231,106,0,Rainier Ave S & S Andover St
8360,225,106,0,Rainier Ave S & 33rd Ave S
8380,225,106,0,Rainier Ave S & S Walden St
8400,225,106,0,Rainier Ave S & S Mount Baker Blvd
8401,357,165,0,Rainier Ave S & Mount Baker Transit Center - Bay 1
8402,570,469,72,Mount Baker Transit Center - Bay 2
8403,214,78,0,Mount Baker Transit Center - Bay 3
8429,496,296,0,Rainier Ave S & S Bayview St
8440,581,335,0,Rainier Ave S & S Walker St
8450,350,225,0,Rainier Ave S & S Plum St
8460,350,225,0,Rainier Ave S & S Grand St
8485,356,165,0,Rainier Ave S & I-90
8494,433,191,0,Rainier Ave S & S Charles St
8510,360,165,0,Rainier Ave S & S Dearborn St
8530,456,202,0,S Jackson St & Boren Ave S
8541,461,207,0,S Jackson St & 12th Ave S
8550,358,166,0,Rainier Ave S & S King St
8590,434,193,0,Rainier Ave S & S Charles St
8608,358,234,0,Rainier Ave S & I-90
8620,353,234,0,Rainier Ave S & S State St
8641,505,304,0,Rainier Ave S & S Walker St
8660,500,304,0,Rainier Ave S & S Bayview St
8671,137,132,72,Martin L King Jr Way S & S Mcclellan St
8672,137,132,72,Martin L King Jr Way S & S Bayview St
8681,358,166,0,Rainier Ave S & S Forest St - Bay 4
8710,225,106,0,Rainier Ave S & S Walden St
8730,225,106,0,Rainier Ave S & Letitia Ave S
8740,230,106,0,Rainier Ave S & S Andover St
8760,321,144,0,Rainier Ave S & S Genesee St
8780,225,106,0,Rainier Ave S & S Alaska St
8790,230,106,0,Rainier Ave S & S Edmunds St
8810,225,106,0,Rainier Ave S & S Dawson St
8820,225,106,0,Rainier Ave S & S Brandon St
8840,230,106,0,Rainier Ave S & S Orcas St
8850,225,106,0,Rainier Ave S & S Kenny St
8870,230,106,0,Rainier Ave S & S Graham St
8890,230,106,0,Rainier Ave S & S Holly St
8905,230,106,0,Rainier Ave S & S Frontenac St
8920,230,106,0,Rainier Ave S & S Othello St
8940,230,106,0,Rainier Ave S & S Holden St
8970,230,106,0,Rainier Ave S & S Rose St
8990,230,106,0,Rainier Ave S & S Cloverdale St
9000,332,170,0,Rainier Ave S & S Henderson St
9010,332,170,0,Rainier Ave S & 51st Ave S
9030,61,34,0,Rainier Ave S & 54th Ave S
9050,61,34,0,Waters Ave S & S Fletcher St
9060,61,34,0,Waters Ave S & S Carver St
9080,61,34,0,Waters Ave S & 61st Ave S
9090,61,34,0,Waters Ave S & 62nd Ave S
9110,61,34,0,62nd Ave S & S Cooper St
9132,317,139,0,University Way NE & NE 50th St
9133,168,70,0,University Way NE & NE 45th St
9134,168,70,0,U District Station - Bay 4
9138,304,143,0,NE Campus Pkwy & 12th Ave NE - Bay 4
9140,304,143,0,University Bridge & NE 40th St
9142,168,70,0,University Way NE & NE 41st St
9144,129,57,0,NE Campus Pkwy & University Way NE
9147,143,65,0,Brooklyn Ave NE & NE Campus Pkwy - Bay 3
9150,174,79,0,Eastlake Ave E & E Allison St
9190,174,79,0,Eastlake Ave E & E Louisa St
9220,174,79,0,Eastlake Ave E & E Newton St
9480,174,79,0,Eastlake Ave E & E Howe St
9510,174,79,0,Eastlake Ave E & E Louisa St
9550,174,79,0,Eastlake Ave E & E Allison St
9575,275,123,0,NE Campus Pkwy & University Way NE - Bay 2
9580,323,143,0,NE Campus Pkwy & Brooklyn Ave NE - Bay 1
9581,164,67,0,University Way NE & NE 41st St
9582,164,67,0,U District Station - Bay 5
9584,164,67,0,University Way NE & NE 45th St
9587,686,342,0,U District Station - Bay 1
9589,143,66,0,Roosevelt Way NE & NE 50th St
9605,433,199,0,Roosevelt Way NE & NE 45th St
9610,290,133,0,Roosevelt Way NE & NE 42nd St
9612,146,67,0,NE 42nd St & 8th Ave NE
9630,289,132,0,11th Ave NE & NE 42nd St
9650,219,136,0,11th Ave NE & NE 45th St
9670,288,132,0,NE 125th St & Lake City Way NE
9680,288,132,0,NE 125th St & 33rd Ave NE
9690,288,132,0,NE 125th St & 35th Ave NE
9710,145,67,0,NE 125th St & 39th Ave NE
9720,145,67,0,Sand Point Way NE & Bartlett Ave NE
9730,145,67,0,Sand Point Way NE & NE 120th St
9750,145,67,0,Sand Point Way NE & NE 115th St
9770,145,67,0,Sand Point Way NE & NE 110th St
9790,145,67,0,Sand Point Way NE & NE 106th St
9800,145,67,0,Sand Point Way NE & NE 103rd St
9820,145,67,0,Sand Point Way NE & NE 97th St
9830,145,67,0,Sand Point Way NE & NE 95th St
9840,145,67,0,Sand Point Way NE & NE 93rd St
9850,145,67,0,Sand Point Way NE & Mathews Ave NE
9860,145,67,0,Sand Point Way NE & Inverness Dr NE
9895,198,67,0,Sand Point Way NE & NE 77th St
9900,198,67,0,Sand Point Way NE & NE 74th St
9901,90,68,0,62nd Ave NE & NE 65th St
9912,198,67,0,Sand Point Way NE & NE 70th St
9921,164,68,0,Sand Point Way NE & NE 65th St
9930,164,68,0,Sand Point Way NE & NE 62nd St
9950,164,68,0,Sand Point Way NE & NE 58th St
9970,164,68,0,Sand Point Way NE & Ivanhoe Pl NE
9972,145,67,0,Sand Point Way NE & Princeton Ave NE
9974,145,67,0,Sand Point Way NE & NE 52nd St
9976,145,67,0,Sand Point Way NE & NE 50th St
9978,576,264,0,Sand Point Way NE & 40th Ave NE
9980,19,1,0,NE 55th St & Princeton Ave NE
9990,19,1,0,NE 55th St & 45th Ave NE
10005,143,65,0,40th Ave NE & NE 51st St
10010,162,67,0,NE 55th St & 39th Ave NE
10020,162,67,0,NE 55th St & 37th Ave NE
